#Chromosome	Start	End	StrainID	UniversalID	Strand	EnsemblReferenceID	ParentID	Level	Biotype	Exons
8	63441006	63442120	PGSPRETT00000011196	PGALLT00000093015	-	PgeneID:NA	ParentID:ENSMUST00000106215	LEVEL_3	PSSD	[[63441006, 63442120]]
8	38552316	38553884	PGSPRETT00000011199	PGALLT00000100885	+	PgeneID:NA	ParentID:ENSMUST00000051614	LEVEL_3	PSSD	[[38552316, 38553884]]
10	87834973	87835661	PGSPRETT00000011200	PGALLT00000085407	+	PgeneID:NA	ParentID:ENSMUST00000049385	LEVEL_3	PSSD	[[87834973, 87835661]]
7	92720676	92725699	PGSPRETT00000011202	PGALLT00000006639	+	PgeneID:NA	ParentID:ENSMUST00000098202	LEVEL_3	DUP	[[92720676,  92720780],  [92725529, 92725699]]
19	5849373	5851915	PGSPRETT00000011204	PGALLT00000091771	-	PgeneID:NA	ParentID:ENSMUST00000150353	LEVEL_3	PSSD	[[5849373, 5851915]]
19	28365496	28365857	PGSPRETT00000011205	PGALLT00000092138	-	PgeneID:NA	ParentID:ENSMUST00000161882	LEVEL_3	PSSD	[[28365496, 28365857]]
5	102699101	102704004	PGSPRETT00000011209	PGALLT00000094093	+	PgeneID:NA	ParentID:ENSMUST00000047037	LEVEL_3	PSSD	[[102699101, 102704004]]
8	85871237	85872105	PGSPRETT00000011210	PGALLT00000087212	-	PgeneID:NA	ParentID:ENSMUST00000066983	LEVEL_3	PSSD	[[85871237, 85872105]]
6	39582586	39583142	PGSPRETT00000011211	PGALLT00000006640	-	PgeneID:NA	ParentID:ENSMUST00000021158	LEVEL_3	PSSD	[[39582586, 39583142]]
17	6533594	6535794	PGSPRETT00000011212	PGALLT00000092998	-	PgeneID:NA	ParentID:ENSMUST00000001809	LEVEL_3	PSSD	[[6533594, 6535794]]
12	15978475	15978959	PGSPRETT00000011213	PGALLT00000006641	-	PgeneID:NA	ParentID:ENSMUST00000155480	LEVEL_3	PSSD	[[15978475, 15978959]]
1	83299429	83300843	PGSPRETT00000011214	PGALLT00000006642	-	PgeneID:NA	ParentID:ENSMUST00000033673	LEVEL_3	PSSD	[[83299429, 83300843]]
1	174180494	174182591	PGSPRETT00000011217	PGALLT00000006644	-	PgeneID:NA	ParentID:ENSMUST00000015501	LEVEL_3	PSSD	[[174180494, 174182591]]
7	19080924	19081565	PGSPRETT00000011219	PGALLT00000006645	+	PgeneID:NA	ParentID:ENSMUST00000061193	LEVEL_3	DUP	[[19080924,  19081016],  [19081118,  19081231],  [19081314, 19081565]]
9	100855595	100856090	PGSPRETT00000011220	PGALLT00000006646	+	PgeneID:NA	ParentID:ENSMUST00000177787	LEVEL_3	PSSD	[[100855595, 100856090]]
X	142977251	142977849	PGSPRETT00000011223	PGALLT00000006647	+	PgeneID:NA	ParentID:ENSMUST00000054607	LEVEL_3	PSSD	[[142977251, 142977849]]
3	89718094	89718632	PGSPRETT00000011224	PGALLT00000101734	+	PgeneID:NA	ParentID:ENSMUST00000038169	LEVEL_3	PSSD	[[89718094, 89718632]]
14	76559320	76560146	PGSPRETT00000011225	PGALLT00000006648	+	PgeneID:NA	ParentID:ENSMUST00000028915	LEVEL_3	PSSD	[[76559320, 76560146]]
17	34800200	34802008	PGSPRETT00000011226	PGALLT00000006649	+	PgeneID:NA	ParentID:ENSMUST00000073546	LEVEL_3	DUP	[[34800200,  34800490],  [34800729,  34801004],  [34801976, 34802008]]
12	23384236	23384442	PGSPRETT00000011228	PGALLT00000079006	+	PgeneID:NA	ParentID:ENSMUST00000056228	LEVEL_3	PSSD	[[23384236, 23384442]]
1	162603934	162604905	PGSPRETT00000011232	PGALLT00000088338	-	PgeneID:NA	ParentID:ENSMUST00000065441	LEVEL_3	PSSD	[[162603934, 162604905]]
8	17480989	17497572	PGSPRETT00000011234	PGALLT00000101212	-	PgeneID:NA	ParentID:ENSMUST00000178451	LEVEL_3	PSSD	[[17480989, 17497572]]
8	85520707	85521474	PGSPRETT00000011235	PGALLT00000006650	+	PgeneID:NA	ParentID:ENSMUST00000098532	LEVEL_3	PSSD	[[85520707, 85521474]]
17	84903874	84904925	PGSPRETT00000011236	PGALLT00000006651	+	PgeneID:NA	ParentID:ENSMUST00000035038	LEVEL_3	PSSD	[[84903874, 84904925]]
7	26887054	26894575	PGSPRETT00000011238	PGALLT00000006652	-	PgeneID:NA	ParentID:ENSMUST00000206490	LEVEL_3	PSSD	[[26887054, 26894575]]
X	113436369	113437592	PGSPRETT00000011244	PGALLT00000006655	-	PgeneID:NA	ParentID:ENSMUST00000072239	LEVEL_3	DUP	[[113436369,  113436755],  [113437158, 113437592]]
10	31007207	31007741	PGSPRETT00000011248	PGALLT00000091843	-	PgeneID:NA	ParentID:ENSMUST00000022980	LEVEL_3	PSSD	[[31007207, 31007741]]
12	67376509	67376941	PGSPRETT00000011250	PGALLT00000089015	-	PgeneID:NA	ParentID:ENSMUST00000115777	LEVEL_3	PSSD	[[67376509, 67376941]]
14	83735039	83736900	PGSPRETT00000011251	PGALLT00000101790	-	PgeneID:NA	ParentID:ENSMUST00000015800	LEVEL_3	PSSD	[[83735039, 83736900]]
6	58356666	58367251	PGSPRETT00000011254	PGALLT00000006656	+	PgeneID:NA	ParentID:ENSMUST00000031311	LEVEL_3	PSSD	[[58356666, 58367251]]
12	1353198	1353720	PGSPRETT00000011255	PGALLT00000090768	+	PgeneID:NA	ParentID:ENSMUST00000003521	LEVEL_3	PSSD	[[1353198, 1353720]]
8	5398701	5399307	PGSPRETT00000011257	PGALLT00000091356	-	PgeneID:NA	ParentID:ENSMUST00000025961	LEVEL_3	PSSD	[[5398701, 5399307]]
5	134955976	134956933	PGSPRETT00000011259	PGALLT00000096640	-	PgeneID:NA	ParentID:ENSMUST00000161308	LEVEL_3	PSSD	[[134955976, 134956933]]
17	56391492	56392121	PGSPRETT00000011261	PGALLT00000090176	+	PgeneID:NA	ParentID:ENSMUST00000167504	LEVEL_3	PSSD	[[56391492, 56392121]]
17	36886476	36886843	PGSPRETT00000011263	PGALLT00000100364	+	PgeneID:NA	ParentID:ENSMUST00000172814	LEVEL_3	PSSD	[[36886476, 36886843]]
10	69649445	69652210	PGSPRETT00000011264	PGALLT00000006657	-	PgeneID:NA	ParentID:ENSMUST00000033236	LEVEL_3	DUP	[[69649445,  69649705],  [69651951, 69652210]]
7	5447263	5448133	PGSPRETT00000011265	PGALLT00000006658	-	PgeneID:NA	ParentID:ENSMUST00000164446	LEVEL_3	PSSD	[[5447263, 5448133]]
15	21892612	21894018	PGSPRETT00000011270	PGALLT00000088784	+	PgeneID:NA	ParentID:ENSMUST00000050867	LEVEL_3	PSSD	[[21892612, 21894018]]
13	19061598	19062561	PGSPRETT00000011271	PGALLT00000006659	+	PgeneID:NA	ParentID:ENSMUST00000072632	LEVEL_3	PSSD	[[19061598, 19062561]]
12	85994556	85995171	PGSPRETT00000011273	PGALLT00000087267	-	PgeneID:NA	ParentID:ENSMUST00000079716	LEVEL_3	PSSD	[[85994556, 85995171]]
7	52496980	52497810	PGSPRETT00000011274	PGALLT00000079030	-	PgeneID:NA	ParentID:ENSMUST00000189704	LEVEL_3	PSSD	[[52496980, 52497810]]
18	34917449	34918768	PGSPRETT00000011277	PGALLT00000075335	+	PgeneID:NA	ParentID:ENSMUST00000185899	LEVEL_3	PSSD	[[34917449, 34918768]]
X	140683914	140684354	PGSPRETT00000011279	PGALLT00000006660	+	PgeneID:NA	ParentID:ENSMUST00000034834	LEVEL_3	PSSD	[[140683914, 140684354]]
13	53111571	53111721	PGSPRETT00000011282	PGALLT00000006662	-	PgeneID:NA	ParentID:ENSMUST00000129909	LEVEL_3	PSSD	[[53111571, 53111721]]
2	165030618	165031886	PGSPRETT00000011285	PGALLT00000076332	-	PgeneID:NA	ParentID:ENSMUST00000118875	LEVEL_3	PSSD	[[165030618, 165031886]]
13	105116629	105117149	PGSPRETT00000011287	PGALLT00000096226	-	PgeneID:NA	ParentID:ENSMUST00000102483	LEVEL_3	PSSD	[[105116629, 105117149]]
17	34080113	34080392	PGSPRETT00000011292	PGALLT00000006663	-	PgeneID:NA	ParentID:ENSMUST00000087189	LEVEL_3	PSSD	[[34080113, 34080392]]
11	101349378	101350360	PGSPRETT00000011294	PGALLT00000006664	-	PgeneID:NA	ParentID:ENSMUST00000153892	LEVEL_3	PSSD	[[101349378, 101350360]]
7	73215473	73218384	PGSPRETT00000011295	PGALLT00000006665	+	PgeneID:NA	ParentID:ENSMUST00000030896	LEVEL_3	PSSD	[[73215473, 73218384]]
3	47801054	47801666	PGSPRETT00000011296	PGALLT00000075362	+	PgeneID:NA	ParentID:ENSMUST00000047300	LEVEL_3	PSSD	[[47801054, 47801666]]
12	29330046	29330663	PGSPRETT00000011299	PGALLT00000086036	-	PgeneID:NA	ParentID:ENSMUST00000102814	LEVEL_3	DUP	[[29330046,  29330252],  [29330406, 29330663]]
2	133649812	133650489	PGSPRETT00000011303	PGALLT00000091563	-	PgeneID:NA	ParentID:ENSMUST00000029125	LEVEL_3	PSSD	[[133649812, 133650489]]
7	11081912	11084645	PGSPRETT00000011307	PGALLT00000006667	+	PgeneID:NA	ParentID:ENSMUST00000108481	LEVEL_3	DUP	[[11081912,  11082031],  [11083420,  11083539],  [11084613, 11084645]]
17	20292959	20293311	PGSPRETT00000011308	PGALLT00000085549	+	PgeneID:NA	ParentID:ENSMUST00000025930	LEVEL_3	PSSD	[[20292959, 20293311]]
14	49583920	49584356	PGSPRETT00000011309	PGALLT00000093720	+	PgeneID:NA	ParentID:ENSMUST00000035075	LEVEL_3	PSSD	[[49583920, 49584356]]
2	85056021	85060643	PGSPRETT00000011311	PGALLT00000006668	-	PgeneID:NA	ParentID:ENSMUST00000002532	LEVEL_3	PSSD	[[85056021, 85060643]]
9	116915286	116915828	PGSPRETT00000011314	PGALLT00000092651	+	PgeneID:NA	ParentID:ENSMUST00000118875	LEVEL_3	PSSD	[[116915286, 116915828]]
6	148176165	148182805	PGSPRETT00000011315	PGALLT00000076882	+	PgeneID:NA	ParentID:ENSMUST00000205239	LEVEL_3	PSSD	[[148176165, 148182805]]
7	94242354	94243679	PGSPRETT00000011316	PGALLT00000088164	+	PgeneID:NA	ParentID:ENSMUST00000066544	LEVEL_3	PSSD	[[94242354, 94243679]]
19	36103282	36104183	PGSPRETT00000011317	PGALLT00000006669	-	PgeneID:NA	ParentID:ENSMUST00000090023	LEVEL_3	PSSD	[[36103282, 36104183]]
7	61768456	61769009	PGSPRETT00000011320	PGALLT00000079939	+	PgeneID:NA	ParentID:ENSMUST00000121446	LEVEL_3	PSSD	[[61768456, 61769009]]
5	125134680	125135597	PGSPRETT00000011325	PGALLT00000075380	+	PgeneID:NA	ParentID:ENSMUST00000118875	LEVEL_3	PSSD	[[125134680, 125135597]]
5	30343165	30343322	PGSPRETT00000011326	PGALLT00000006670	-	PgeneID:NA	ParentID:ENSMUST00000200517	LEVEL_3	PSSD	[[30343165, 30343322]]
18	41591781	41592245	PGSPRETT00000011329	PGALLT00000092221	+	PgeneID:NA	ParentID:ENSMUST00000126610	LEVEL_3	PSSD	[[41591781, 41592245]]
17	32982586	32983659	PGSPRETT00000011330	PGALLT00000006671	-	PgeneID:NA	ParentID:ENSMUST00000025178	LEVEL_3	DUP	[[32982586,  32982736],  [32983018,  32983157],  [32983528, 32983659]]
7	19721918	19731843	PGSPRETT00000011332	PGALLT00000091168	+	PgeneID:NA	ParentID:ENSMUST00000014072	LEVEL_3	PSSD	[[19721918, 19731843]]
5	84498236	84505524	PGSPRETT00000011334	PGALLT00000006672	-	PgeneID:NA	ParentID:ENSMUST00000057500	LEVEL_3	PSSD	[[84498236, 84505524]]
X	41099761	41100743	PGSPRETT00000011335	PGALLT00000085612	-	PgeneID:NA	ParentID:ENSMUST00000018506	LEVEL_3	PSSD	[[41099761, 41100743]]
9	54737182	54737545	PGSPRETT00000011337	PGALLT00000006674	+	PgeneID:NA	ParentID:ENSMUST00000111964	LEVEL_3	PSSD	[[54737182, 54737545]]
2	68622095	68625719	PGSPRETT00000011339	PGALLT00000006675	+	PgeneID:NA	ParentID:ENSMUST00000029925	LEVEL_3	PSSD	[[68622095, 68625719]]
13	51571398	51572266	PGSPRETT00000011340	PGALLT00000092421	+	PgeneID:NA	ParentID:ENSMUST00000076373	LEVEL_3	PSSD	[[51571398, 51572266]]
10	85659056	85660058	PGSPRETT00000011342	PGALLT00000100926	-	PgeneID:NA	ParentID:ENSMUST00000171131	LEVEL_3	PSSD	[[85659056, 85660058]]
7	66980556	66981260	PGSPRETT00000011346	PGALLT00000093183	+	PgeneID:NA	ParentID:ENSMUST00000102814	LEVEL_3	PSSD	[[66980556, 66981260]]
6	49251523	49251775	PGSPRETT00000011348	PGALLT00000006677	+	PgeneID:NA	ParentID:ENSMUST00000114445	LEVEL_3	PSSD	[[49251523, 49251775]]
14	46074642	46075798	PGSPRETT00000011349	PGALLT00000006678	+	PgeneID:NA	ParentID:ENSMUST00000022836	LEVEL_3	DUP	[[46074642,  46074797],  [46075316,  46075456],  [46075658, 46075798]]
10	82669969	82670466	PGSPRETT00000011351	PGALLT00000079050	+	PgeneID:NA	ParentID:ENSMUST00000174609	LEVEL_3	PSSD	[[82669969, 82670466]]
6	135646510	135646797	PGSPRETT00000011353	PGALLT00000075419	+	PgeneID:NA	ParentID:ENSMUST00000016488	LEVEL_3	PSSD	[[135646510, 135646797]]
6	136370740	136370996	PGSPRETT00000011360	PGALLT00000094528	-	PgeneID:NA	ParentID:ENSMUST00000112043	LEVEL_3	PSSD	[[136370740, 136370996]]
16	84653450	84656269	PGSPRETT00000011361	PGALLT00000006681	+	PgeneID:NA	ParentID:ENSMUST00000114385	LEVEL_3	PSSD	[[84653450, 84656269]]
4	37067905	37069503	PGSPRETT00000011364	PGALLT00000078977	-	PgeneID:NA	ParentID:ENSMUST00000022612	LEVEL_3	PSSD	[[37067905, 37069503]]
13	79712315	79712749	PGSPRETT00000011365	PGALLT00000006682	+	PgeneID:NA	ParentID:ENSMUST00000038108	LEVEL_3	PSSD	[[79712315, 79712749]]
10	64195956	64196604	PGSPRETT00000011367	PGALLT00000095669	-	PgeneID:NA	ParentID:ENSMUST00000040766	LEVEL_3	PSSD	[[64195956, 64196604]]
8	124783921	124784661	PGSPRETT00000011368	PGALLT00000094960	+	PgeneID:NA	ParentID:ENSMUST00000137376	LEVEL_3	PSSD	[[124783921, 124784661]]
10	87745973	87746820	PGSPRETT00000011372	PGALLT00000092067	+	PgeneID:NA	ParentID:ENSMUST00000137376	LEVEL_3	PSSD	[[87745973, 87746820]]
18	44790866	44792810	PGSPRETT00000011373	PGALLT00000093269	-	PgeneID:NA	ParentID:ENSMUST00000023882	LEVEL_3	PSSD	[[44790866, 44792810]]
6	132716487	132716909	PGSPRETT00000011374	PGALLT00000100038	-	PgeneID:NA	ParentID:ENSMUST00000048459	LEVEL_3	PSSD	[[132716487, 132716909]]
5	82605074	82605679	PGSPRETT00000011375	PGALLT00000088565	+	PgeneID:NA	ParentID:ENSMUST00000043627	LEVEL_3	PSSD	[[82605074, 82605679]]
16	75887294	75887706	PGSPRETT00000011377	PGALLT00000093217	-	PgeneID:NA	ParentID:ENSMUST00000068408	LEVEL_3	PSSD	[[75887294, 75887706]]
16	33594378	33595174	PGSPRETT00000011381	PGALLT00000085518	+	PgeneID:NA	ParentID:ENSMUST00000146867	LEVEL_3	PSSD	[[33594378, 33595174]]
4	39005415	39005826	PGSPRETT00000011382	PGALLT00000006684	+	PgeneID:NA	ParentID:ENSMUST00000099272	LEVEL_3	PSSD	[[39005415, 39005826]]
X	12873619	12874135	PGSPRETT00000011384	PGALLT00000006686	+	PgeneID:NA	ParentID:ENSMUST00000145478	LEVEL_3	PSSD	[[12873619, 12874135]]
12	91634360	91635377	PGSPRETT00000011385	PGALLT00000006687	-	PgeneID:NA	ParentID:jg14137.t1	LEVEL_3	PSSD	[[91634360, 91635377]]
11	89642849	89643343	PGSPRETT00000011390	PGALLT00000006688	+	PgeneID:NA	ParentID:ENSMUST00000000821	LEVEL_3	PSSD	[[89642849, 89643343]]
10	103337664	103338478	PGSPRETT00000011392	PGALLT00000093501	+	PgeneID:NA	ParentID:ENSMUST00000137376	LEVEL_3	PSSD	[[103337664, 103338478]]
17	81328735	81329346	PGSPRETT00000011396	PGALLT00000089116	+	PgeneID:NA	ParentID:ENSMUST00000159551	LEVEL_3	PSSD	[[81328735, 81329346]]
18	70438378	70439417	PGSPRETT00000011400	PGALLT00000095512	+	PgeneID:NA	ParentID:ENSMUST00000154617	LEVEL_3	PSSD	[[70438378, 70439417]]
7	7200072	7201533	PGSPRETT00000011401	PGALLT00000006691	-	PgeneID:NA	ParentID:ENSMUST00000108522	LEVEL_3	DUP	[[7200072,  7200286],  [7201402, 7201533]]
1	174232551	174232805	PGSPRETT00000011402	PGALLT00000101621	-	PgeneID:NA	ParentID:ENSMUST00000205968	LEVEL_3	PSSD	[[174232551, 174232805]]
1	36093115	36093860	PGSPRETT00000011404	PGALLT00000006693	+	PgeneID:NA	ParentID:ENSMUST00000027267	LEVEL_3	DUP	[[36093115,  36093309],  [36093666, 36093860]]
19	20417418	20418610	PGSPRETT00000011405	PGALLT00000087932	-	PgeneID:NA	ParentID:ENSMUST00000197539	LEVEL_3	PSSD	[[20417418, 20418610]]
17	59371398	59372017	PGSPRETT00000011407	PGALLT00000090521	-	PgeneID:NA	ParentID:ENSMUST00000029382	LEVEL_3	PSSD	[[59371398, 59372017]]
14	86563453	86563927	PGSPRETT00000011412	PGALLT00000101288	+	PgeneID:NA	ParentID:ENSMUST00000139443	LEVEL_3	PSSD	[[86563453, 86563927]]
10	29683907	29687253	PGSPRETT00000011415	PGALLT00000078692	-	PgeneID:NA	ParentID:ENSMUST00000002487	LEVEL_3	PSSD	[[29683907, 29687253]]
X	21412189	21412398	PGSPRETT00000011416	PGALLT00000006695	+	PgeneID:NA	ParentID:ENSMUST00000185008	LEVEL_3	PSSD	[[21412189, 21412398]]
6	90601864	90602396	PGSPRETT00000011420	PGALLT00000101581	-	PgeneID:NA	ParentID:ENSMUST00000102483	LEVEL_3	PSSD	[[90601864, 90602396]]
1	32466291	32467223	PGSPRETT00000011422	PGALLT00000006697	+	PgeneID:NA	ParentID:ENSMUST00000027299	LEVEL_3	DUP	[[32466291,  32466479],  [32466894, 32467223]]
1	185769197	185769679	PGSPRETT00000011423	PGALLT00000079018	+	PgeneID:NA	ParentID:ENSMUST00000090860	LEVEL_3	PSSD	[[185769197, 185769679]]
18	61110416	61110801	PGSPRETT00000011425	PGALLT00000006698	-	PgeneID:NA	ParentID:jg1864.t1	LEVEL_3	PSSD	[[61110416, 61110801]]
16	47952250	47952778	PGSPRETT00000011429	PGALLT00000095159	+	PgeneID:NA	ParentID:ENSMUST00000150576	LEVEL_3	PSSD	[[47952250, 47952778]]
11	19113659	19115342	PGSPRETT00000011431	PGALLT00000101329	-	PgeneID:NA	ParentID:ENSMUST00000011896	LEVEL_3	PSSD	[[19113659, 19115342]]
12	81662868	81663264	PGSPRETT00000011433	PGALLT00000006700	+	PgeneID:NA	ParentID:ENSMUST00000110148	LEVEL_3	PSSD	[[81662868, 81663264]]
11	48144768	48144990	PGSPRETT00000011435	PGALLT00000006701	-	PgeneID:NA	ParentID:ENSMUST00000087342	LEVEL_3	PSSD	[[48144768, 48144990]]
19	11313985	11314237	PGSPRETT00000011436	PGALLT00000006702	+	PgeneID:NA	ParentID:ENSMUST00000004140	LEVEL_3	PSSD	[[11313985, 11314237]]
16	36656653	36657076	PGSPRETT00000011438	PGALLT00000088838	+	PgeneID:NA	ParentID:ENSMUST00000075453	LEVEL_3	PSSD	[[36656653, 36657076]]
8	19422108	19423259	PGSPRETT00000011441	PGALLT00000094224	+	PgeneID:NA	ParentID:ENSMUST00000050884	LEVEL_3	PSSD	[[19422108, 19423259]]
2	152678660	152680017	PGSPRETT00000011442	PGALLT00000006704	-	PgeneID:NA	ParentID:ENSMUST00000178211	LEVEL_3	DUP	[[152678660,  152679690],  [152679802, 152680017]]
11	121069060	121072185	PGSPRETT00000011444	PGALLT00000006705	+	PgeneID:NA	ParentID:ENSMUST00000029722	LEVEL_3	PSSD	[[121069060, 121072185]]
17	54499009	54501709	PGSPRETT00000011445	PGALLT00000075444	-	PgeneID:NA	ParentID:ENSMUST00000142752	LEVEL_3	PSSD	[[54499009, 54501709]]
17	12353670	12354410	PGSPRETT00000011447	PGALLT00000087943	+	PgeneID:NA	ParentID:ENSMUST00000146258	LEVEL_3	PSSD	[[12353670, 12354410]]
17	42898118	42898520	PGSPRETT00000011448	PGALLT00000084909	+	PgeneID:NA	ParentID:ENSMUST00000035983	LEVEL_3	PSSD	[[42898118, 42898520]]
10	42281816	42284555	PGSPRETT00000011449	PGALLT00000101410	-	PgeneID:NA	ParentID:ENSMUST00000058370	LEVEL_3	PSSD	[[42281816, 42284555]]
X	43268986	43269229	PGSPRETT00000011450	PGALLT00000006706	-	PgeneID:NA	ParentID:ENSMUST00000196709.4_2	LEVEL_3	PSSD	[[43268986, 43269229]]
X	57649406	57651924	PGSPRETT00000011452	PGALLT00000082557	+	PgeneID:NA	ParentID:ENSMUST00000070850	LEVEL_3	PSSD	[[57649406, 57651924]]
6	13059387	13060597	PGSPRETT00000011453	PGALLT00000075209	+	PgeneID:NA	ParentID:ENSMUST00000085546	LEVEL_3	PSSD	[[13059387, 13060597]]
3	158108466	158110316	PGSPRETT00000011454	PGALLT00000101754	-	PgeneID:NA	ParentID:ENSMUST00000111964	LEVEL_3	PSSD	[[158108466, 158110316]]
3	39072731	39075466	PGSPRETT00000011455	PGALLT00000090459	+	PgeneID:NA	ParentID:ENSMUST00000195030	LEVEL_3	PSSD	[[39072731, 39075466]]
12	52693577	52694276	PGSPRETT00000011457	PGALLT00000088179	-	PgeneID:NA	ParentID:ENSMUST00000028817	LEVEL_3	PSSD	[[52693577, 52694276]]
2	135581528	135581782	PGSPRETT00000011458	PGALLT00000006707	-	PgeneID:NA	ParentID:ENSMUST00000205968	LEVEL_3	PSSD	[[135581528, 135581782]]
7	100794762	100795068	PGSPRETT00000011460	PGALLT00000085259	-	PgeneID:NA	ParentID:ENSMUST00000050970	LEVEL_3	PSSD	[[100794762, 100795068]]
19	2140264	2140579	PGSPRETT00000011464	PGALLT00000006710	-	PgeneID:NA	ParentID:ENSMUST00000206772	LEVEL_3	PSSD	[[2140264, 2140579]]
7	122156927	122157387	PGSPRETT00000011465	PGALLT00000101752	-	PgeneID:NA	ParentID:ENSMUST00000028553	LEVEL_3	PSSD	[[122156927, 122157387]]
4	140840209	140841269	PGSPRETT00000011466	PGALLT00000006711	+	PgeneID:NA	ParentID:ENSMUST00000059825	LEVEL_3	PSSD	[[140840209, 140841269]]
5	150720133	150722963	PGSPRETT00000011467	PGALLT00000099971	-	PgeneID:NA	ParentID:ENSMUST00000170303	LEVEL_3	PSSD	[[150720133, 150722963]]
7	19496814	19497727	PGSPRETT00000011468	PGALLT00000092205	+	PgeneID:NA	ParentID:ENSMUST00000070850	LEVEL_3	PSSD	[[19496814, 19497727]]
11	9942482	9943033	PGSPRETT00000011469	PGALLT00000006712	-	PgeneID:NA	ParentID:ENSMUST00000101272	LEVEL_3	PSSD	[[9942482, 9943033]]
1	2544484	2545120	PGSPRETT00000011470	PGALLT00000092070	-	PgeneID:NA	ParentID:ENSMUST00000029082	LEVEL_3	PSSD	[[2544484, 2545120]]
4	98697197	98698077	PGSPRETT00000011471	PGALLT00000006713	+	PgeneID:NA	ParentID:ENSMUST00000021090	LEVEL_3	PSSD	[[98697197, 98698077]]
8	74777428	74778450	PGSPRETT00000011475	PGALLT00000006715	+	PgeneID:NA	ParentID:ENSMUST00000028536	LEVEL_3	PSSD	[[74777428, 74778450]]
10	21351799	21352920	PGSPRETT00000011477	PGALLT00000080011	+	PgeneID:NA	ParentID:ENSMUST00000092658	LEVEL_3	PSSD	[[21351799, 21352920]]
13	96798749	96799725	PGSPRETT00000011480	PGALLT00000006716	-	PgeneID:NA	ParentID:ENSMUST00000160571	LEVEL_3	PSSD	[[96798749, 96799725]]
2	119621281	119621985	PGSPRETT00000011481	PGALLT00000080903	+	PgeneID:NA	ParentID:ENSMUST00000068860	LEVEL_3	PSSD	[[119621281, 119621985]]
10	131788397	131789191	PGSPRETT00000011484	PGALLT00000084932	-	PgeneID:NA	ParentID:ENSMUST00000159674	LEVEL_3	PSSD	[[131788397, 131789191]]
13	52626350	52626782	PGSPRETT00000011486	PGALLT00000090773	-	PgeneID:NA	ParentID:ENSMUST00000079735	LEVEL_3	PSSD	[[52626350, 52626782]]
5	4690651	4691004	PGSPRETT00000011491	PGALLT00000006718	-	PgeneID:NA	ParentID:ENSMUST00000165126	LEVEL_3	PSSD	[[4690651, 4691004]]
14	23062197	23062743	PGSPRETT00000011494	PGALLT00000077073	-	PgeneID:NA	ParentID:ENSMUST00000120094	LEVEL_3	PSSD	[[23062197, 23062743]]
X	76258776	76260062	PGSPRETT00000011496	PGALLT00000101563	-	PgeneID:NA	ParentID:ENSMUST00000058060	LEVEL_3	PSSD	[[76258776, 76260062]]
5	70975353	70976698	PGSPRETT00000011497	PGALLT00000006720	+	PgeneID:NA	ParentID:ENSMUST00000073528	LEVEL_3	DUP	[[70975353,  70976126],  [70976516, 70976698]]
1	172887736	172888238	PGSPRETT00000011498	PGALLT00000083024	+	PgeneID:NA	ParentID:ENSMUST00000079716	LEVEL_3	PSSD	[[172887736, 172888238]]
19	15367234	15367984	PGSPRETT00000011499	PGALLT00000083427	+	PgeneID:NA	ParentID:ENSMUST00000137376	LEVEL_3	PSSD	[[15367234, 15367984]]
10	45453110	45455319	PGSPRETT00000011502	PGALLT00000095714	-	PgeneID:NA	ParentID:ENSMUST00000160781	LEVEL_3	PSSD	[[45453110, 45455319]]
14	40368725	40368950	PGSPRETT00000011506	PGALLT00000006721	+	PgeneID:NA	ParentID:ENSMUST00000089838	LEVEL_3	PSSD	[[40368725, 40368950]]
6	77088647	77089679	PGSPRETT00000011507	PGALLT00000094064	-	PgeneID:NA	ParentID:ENSMUST00000079644	LEVEL_3	PSSD	[[77088647, 77089679]]
5	120010602	120011295	PGSPRETT00000011510	PGALLT00000092842	-	PgeneID:NA	ParentID:ENSMUST00000151562	LEVEL_3	PSSD	[[120010602, 120011295]]
15	86873760	86874727	PGSPRETT00000011512	PGALLT00000088800	+	PgeneID:NA	ParentID:ENSMUST00000161308	LEVEL_3	PSSD	[[86873760, 86874727]]
11	57708945	57709654	PGSPRETT00000011514	PGALLT00000075332	-	PgeneID:NA	ParentID:ENSMUST00000062869	LEVEL_3	PSSD	[[57708945, 57709654]]
7	54209591	54209964	PGSPRETT00000011515	PGALLT00000088858	-	PgeneID:NA	ParentID:ENSMUST00000096021	LEVEL_3	PSSD	[[54209591, 54209964]]
12	64305809	64307525	PGSPRETT00000011519	PGALLT00000087851	-	PgeneID:NA	ParentID:ENSMUST00000196709	LEVEL_3	PSSD	[[64305809, 64307525]]
13	61146280	61146986	PGSPRETT00000011522	PGALLT00000099948	-	PgeneID:NA	ParentID:ENSMUST00000042334	LEVEL_3	PSSD	[[61146280, 61146986]]
3	45447877	45449358	PGSPRETT00000011523	PGALLT00000006722	-	PgeneID:NA	ParentID:ENSMUST00000155480	LEVEL_3	PSSD	[[45447877, 45449358]]
2	136276279	136277720	PGSPRETT00000011524	PGALLT00000006723	-	PgeneID:NA	ParentID:ENSMUST00000024270	LEVEL_3	PSSD	[[136276279, 136277720]]
18	11725230	11727677	PGSPRETT00000011528	PGALLT00000092478	+	PgeneID:NA	ParentID:ENSMUST00000041500	LEVEL_3	PSSD	[[11725230, 11727677]]
