#Chromosome	Start	End	StrainID	UniversalID	Strand	EnsemblReferenceID	ParentID	Level	Biotype	Exons
15	26077770	26078262	PGCAROLIT00000007513	PGALLT00000078770	-	PgeneID:NA	ParentID:ENSMUST00000022816	LEVEL_3	PSSD	[[26077770, 26078262]]
17	77632687	77634333	PGCAROLIT00000007514	PGALLT00000052189	-	PgeneID:NA	ParentID:ENSMUST00000067996	LEVEL_3	PSSD	[[77632687, 77634333]]
13	1114523	1114775	PGCAROLIT00000007515	PGALLT00000052190	-	PgeneID:NA	ParentID:ENSMUST00000151702	LEVEL_3	PSSD	[[1114523, 1114775]]
13	64392631	64393669	PGCAROLIT00000007516	PGALLT00000089958	-	PgeneID:NA	ParentID:ENSMUST00000084731	LEVEL_3	PSSD	[[64392631, 64393669]]
5	127141032	127142349	PGCAROLIT00000007521	PGALLT00000052194	+	PgeneID:NA	ParentID:jg15265.t1	LEVEL_3	PSSD	[[127141032, 127142349]]
19	21221062	21221745	PGCAROLIT00000007525	PGALLT00000078772	+	PgeneID:NA	ParentID:ENSMUST00000102696	LEVEL_3	PSSD	[[21221062, 21221745]]
4	144066062	144066367	PGCAROLIT00000007526	PGALLT00000052195	+	PgeneID:NA	ParentID:ENSMUST00000106916	LEVEL_3	PSSD	[[144066062, 144066367]]
9	105908546	105909057	PGCAROLIT00000007527	PGALLT00000090136	-	PgeneID:NA	ParentID:ENSMUST00000126088	LEVEL_3	PSSD	[[105908546, 105909057]]
8	28718781	28719302	PGCAROLIT00000007528	PGALLT00000078773	+	PgeneID:NA	ParentID:ENSMUST00000174609	LEVEL_3	PSSD	[[28718781, 28719302]]
X	68585390	68588728	PGCAROLIT00000007531	PGALLT00000052197	-	PgeneID:NA	ParentID:ENSMUST00000059468	LEVEL_3	DUP	[[68585390,  68585549],  [68588552, 68588728]]
19	48161891	48162817	PGCAROLIT00000007533	PGALLT00000052198	+	PgeneID:NA	ParentID:ENSMUST00000071555	LEVEL_3	PSSD	[[48161891, 48162817]]
15	59520959	59521353	PGCAROLIT00000007539	PGALLT00000052199	-	PgeneID:NA	ParentID:ENSMUST00000115076	LEVEL_3	PSSD	[[59520959, 59521353]]
X	123671264	123671717	PGCAROLIT00000007542	PGALLT00000089005	-	PgeneID:NA	ParentID:ENSMUST00000038830	LEVEL_3	PSSD	[[123671264, 123671717]]
15	76082709	76083507	PGCAROLIT00000007544	PGALLT00000100602	-	PgeneID:NA	ParentID:ENSMUST00000161308	LEVEL_3	PSSD	[[76082709, 76083507]]
4	12638536	12640581	PGCAROLIT00000007548	PGALLT00000078774	-	PgeneID:NA	ParentID:ENSMUST00000132555	LEVEL_3	PSSD	[[12638536, 12640581]]
5	55821799	55821980	PGCAROLIT00000007549	PGALLT00000088656	+	PgeneID:NA	ParentID:ENSMUST00000028857	LEVEL_3	PSSD	[[55821799, 55821980]]
7	30451171	30452386	PGCAROLIT00000007553	PGALLT00000052200	-	PgeneID:NA	ParentID:ENSMUST00000074295	LEVEL_3	PSSD	[[30451171, 30452386]]
4	91744629	91745410	PGCAROLIT00000007554	PGALLT00000052201	-	PgeneID:NA	ParentID:ENSMUST00000173004	LEVEL_3	PSSD	[[91744629, 91745410]]
scaffold_17118	1509	2944	PGCAROLIT00000007555	PGALLT00000052202	-	PgeneID:NA	ParentID:ENSMUST00000168050	LEVEL_3	DUP	[[1509,  2315],  [2643, 2944]]
7	19240794	19242191	PGCAROLIT00000007556	PGALLT00000101650	-	PgeneID:NA	ParentID:ENSMUST00000096045	LEVEL_3	PSSD	[[19240794, 19242191]]
10	82495520	82496342	PGCAROLIT00000007558	PGALLT00000090479	-	PgeneID:NA	ParentID:ENSMUST00000035983	LEVEL_3	PSSD	[[82495520, 82496342]]
13	72922316	72923170	PGCAROLIT00000007560	PGALLT00000052203	+	PgeneID:NA	ParentID:jg178.t1	LEVEL_3	PSSD	[[72922316, 72923170]]
8	67009587	67010855	PGCAROLIT00000007562	PGALLT00000101548	-	PgeneID:NA	ParentID:ENSMUST00000081650	LEVEL_3	PSSD	[[67009587, 67010855]]
14	100673027	100674056	PGCAROLIT00000007564	PGALLT00000078775	+	PgeneID:NA	ParentID:ENSMUST00000172107	LEVEL_3	PSSD	[[100673027, 100674056]]
14	68274726	68276393	PGCAROLIT00000007565	PGALLT00000052204	-	PgeneID:NA	ParentID:ENSMUST00000074038	LEVEL_3	PSSD	[[68274726, 68276393]]
3	18800209	18801009	PGCAROLIT00000007567	PGALLT00000052205	-	PgeneID:NA	ParentID:ENSMUST00000077886	LEVEL_3	PSSD	[[18800209, 18801009]]
7	11922380	11923083	PGCAROLIT00000007568	PGALLT00000052206	-	PgeneID:NA	ParentID:ENSMUST00000094280	LEVEL_3	PSSD	[[11922380, 11923083]]
10	16344901	16345494	PGCAROLIT00000007569	PGALLT00000081599	+	PgeneID:NA	ParentID:ENSMUST00000185771	LEVEL_3	PSSD	[[16344901, 16345494]]
17	29496993	29500193	PGCAROLIT00000007570	PGALLT00000094015	-	PgeneID:NA	ParentID:ENSMUST00000093389	LEVEL_3	PSSD	[[29496993, 29500193]]
16	34946869	34948010	PGCAROLIT00000007577	PGALLT00000100605	+	PgeneID:NA	ParentID:ENSMUST00000100497	LEVEL_3	PSSD	[[34946869, 34948010]]
1	153645955	153646115	PGCAROLIT00000007580	PGALLT00000052207	-	PgeneID:NA	ParentID:ENSMUST00000170958	LEVEL_3	PSSD	[[153645955, 153646115]]
15	41636872	41637398	PGCAROLIT00000007582	PGALLT00000052209	+	PgeneID:NA	ParentID:ENSMUST00000184252	LEVEL_3	PSSD	[[41636872, 41637398]]
17	40677	41111	PGCAROLIT00000007583	PGALLT00000088276	-	PgeneID:NA	ParentID:ENSMUST00000062601	LEVEL_3	PSSD	[[40677, 41111]]
X	126782076	126782411	PGCAROLIT00000007585	PGALLT00000052210	-	PgeneID:NA	ParentID:ENSMUST00000178855	LEVEL_3	PSSD	[[126782076, 126782411]]
11	96111170	96112483	PGCAROLIT00000007587	PGALLT00000052211	-	PgeneID:NA	ParentID:ENSMUST00000007280	LEVEL_3	DUP	[[96111170,  96111343],  [96111442,  96111534],  [96111971, 96112483]]
13	59853070	59853467	PGCAROLIT00000007588	PGALLT00000095281	-	PgeneID:NA	ParentID:ENSMUST00000143107	LEVEL_3	PSSD	[[59853070, 59853467]]
1	12974403	12975770	PGCAROLIT00000007590	PGALLT00000052212	+	PgeneID:NA	ParentID:ENSMUST00000065504	LEVEL_3	PSSD	[[12974403, 12975770]]
X	95858836	95859767	PGCAROLIT00000007593	PGALLT00000052213	-	PgeneID:NA	ParentID:ENSMUST00000152407	LEVEL_3	PSSD	[[95858836, 95859767]]
17	3571097	3572033	PGCAROLIT00000007594	PGALLT00000090959	+	PgeneID:NA	ParentID:ENSMUST00000051758	LEVEL_3	PSSD	[[3571097, 3572033]]
7	27706995	27707508	PGCAROLIT00000007596	PGALLT00000078776	-	PgeneID:NA	ParentID:ENSMUST00000078364	LEVEL_3	DUP	[[27706995,  27707093],  [27707162,  27707272],  [27707353, 27707508]]
17	73440807	73441942	PGCAROLIT00000007597	PGALLT00000100728	-	PgeneID:NA	ParentID:ENSMUST00000130880	LEVEL_3	PSSD	[[73440807, 73441942]]
6	19401820	19402152	PGCAROLIT00000007598	PGALLT00000078777	+	PgeneID:NA	ParentID:ENSMUST00000110619	LEVEL_3	PSSD	[[19401820, 19402152]]
8	34832121	34833203	PGCAROLIT00000007599	PGALLT00000052214	+	PgeneID:NA	ParentID:ENSMUST00000031160	LEVEL_3	PSSD	[[34832121, 34833203]]
10	79623387	79625032	PGCAROLIT00000007600	PGALLT00000052215	-	PgeneID:NA	ParentID:ENSMUST00000171131	LEVEL_3	DUP	[[79623387,  79624452],  [79624832, 79625032]]
9	41527072	41527927	PGCAROLIT00000007601	PGALLT00000052216	+	PgeneID:NA	ParentID:ENSMUST00000102814	LEVEL_3	PSSD	[[41527072, 41527927]]
14	37662398	37662889	PGCAROLIT00000007603	PGALLT00000078778	-	PgeneID:NA	ParentID:ENSMUST00000035983	LEVEL_3	PSSD	[[37662398, 37662889]]
13	9087084	9087421	PGCAROLIT00000007604	PGALLT00000101540	-	PgeneID:NA	ParentID:ENSMUST00000023514	LEVEL_3	PSSD	[[9087084, 9087421]]
X	82487175	82488206	PGCAROLIT00000007607	PGALLT00000101650	-	PgeneID:NA	ParentID:ENSMUST00000096045	LEVEL_3	PSSD	[[82487175, 82488206]]
1	63793730	63798547	PGCAROLIT00000007610	PGALLT00000052218	+	PgeneID:NA	ParentID:ENSMUST00000115397	LEVEL_3	PSSD	[[63793730, 63798547]]
X	130471362	130473952	PGCAROLIT00000007612	PGALLT00000078779	+	PgeneID:NA	ParentID:ENSMUST00000024739	LEVEL_3	PSSD	[[130471362, 130473952]]
6	43950061	43950771	PGCAROLIT00000007614	PGALLT00000052221	-	PgeneID:NA	ParentID:ENSMUST00000102814	LEVEL_3	PSSD	[[43950061, 43950771]]
9	35576980	35577956	PGCAROLIT00000007615	PGALLT00000052222	+	PgeneID:NA	ParentID:ENSMUST00000055567	LEVEL_3	DUP	[[35576980,  35577523],  [35577638, 35577956]]
10	13034138	13035472	PGCAROLIT00000007616	PGALLT00000052223	-	PgeneID:NA	ParentID:jg178.t1	LEVEL_3	PSSD	[[13034138, 13035472]]
8	86257428	86258958	PGCAROLIT00000007617	PGALLT00000084933	+	PgeneID:NA	ParentID:ENSMUST00000165335	LEVEL_3	PSSD	[[86257428, 86258958]]
16	83472239	83472863	PGCAROLIT00000007618	PGALLT00000052224	-	PgeneID:NA	ParentID:ENSMUST00000143678	LEVEL_3	PSSD	[[83472239, 83472863]]
17	13013157	13013841	PGCAROLIT00000007620	PGALLT00000101778	+	PgeneID:NA	ParentID:ENSMUST00000103147	LEVEL_3	PSSD	[[13013157, 13013841]]
7	95663935	95664656	PGCAROLIT00000007621	PGALLT00000094609	-	PgeneID:NA	ParentID:ENSMUST00000029722	LEVEL_3	PSSD	[[95663935, 95664656]]
3	67338780	67343713	PGCAROLIT00000007624	PGALLT00000078780	-	PgeneID:NA	ParentID:ENSMUST00000090192	LEVEL_3	PSSD	[[67338780, 67343713]]
8	93438517	93441088	PGCAROLIT00000007625	PGALLT00000096269	+	PgeneID:NA	ParentID:ENSMUST00000174418	LEVEL_3	PSSD	[[93438517, 93441088]]
18	8949289	8949770	PGCAROLIT00000007629	PGALLT00000078781	+	PgeneID:NA	ParentID:ENSMUST00000143107	LEVEL_3	PSSD	[[8949289, 8949770]]
13	87410274	87410633	PGCAROLIT00000007630	PGALLT00000052228	-	PgeneID:NA	ParentID:ENSMUST00000049644	LEVEL_3	PSSD	[[87410274, 87410633]]
6	61476519	61476930	PGCAROLIT00000007631	PGALLT00000052229	-	PgeneID:NA	ParentID:ENSMUST00000130216	LEVEL_3	PSSD	[[61476519, 61476930]]
8	56354947	56355626	PGCAROLIT00000007632	PGALLT00000052230	-	PgeneID:NA	ParentID:ENSMUST00000113918	LEVEL_3	PSSD	[[56354947, 56355626]]
17	47833925	47834950	PGCAROLIT00000007633	PGALLT00000052231	-	PgeneID:NA	ParentID:ENSMUST00000153892	LEVEL_3	PSSD	[[47833925, 47834950]]
12	82945997	82946437	PGCAROLIT00000007635	PGALLT00000078782	+	PgeneID:NA	ParentID:ENSMUST00000054220	LEVEL_3	PSSD	[[82945997, 82946437]]
9	105064788	105073281	PGCAROLIT00000007636	PGALLT00000052233	-	PgeneID:NA	ParentID:ENSMUST00000073962	LEVEL_3	DUP	[[105064788,  105064910],  [105065212,  105065373],  [105066785,  105067018],  [105067868,  105068008],  [105073048, 105073281]]
5	136501817	136502052	PGCAROLIT00000007637	PGALLT00000052234	-	PgeneID:NA	ParentID:ENSMUST00000127793	LEVEL_3	PSSD	[[136501817, 136502052]]
15	74251893	74253096	PGCAROLIT00000007645	PGALLT00000052236	-	PgeneID:NA	ParentID:ENSMUST00000154241	LEVEL_3	PSSD	[[74251893, 74253096]]
8	33232769	33233316	PGCAROLIT00000007647	PGALLT00000052237	+	PgeneID:NA	ParentID:ENSMUST00000091831	LEVEL_3	PSSD	[[33232769, 33233316]]
12	92241164	92242893	PGCAROLIT00000007649	PGALLT00000101627	-	PgeneID:NA	ParentID:ENSMUST00000095495	LEVEL_3	PSSD	[[92241164, 92242893]]
X	112923429	112924230	PGCAROLIT00000007651	PGALLT00000052238	+	PgeneID:NA	ParentID:ENSMUST00000114741	LEVEL_3	PSSD	[[112923429, 112924230]]
14	2127412	2128129	PGCAROLIT00000007652	PGALLT00000094001	-	PgeneID:NA	ParentID:ENSMUST00000102814	LEVEL_3	PSSD	[[2127412, 2128129]]
5	141765396	141767080	PGCAROLIT00000007653	PGALLT00000052239	-	PgeneID:NA	ParentID:ENSMUST00000077609	LEVEL_3	PSSD	[[141765396, 141767080]]
12	28310700	28311144	PGCAROLIT00000007654	PGALLT00000091133	-	PgeneID:NA	ParentID:ENSMUST00000170828	LEVEL_3	PSSD	[[28310700, 28311144]]
4	68407552	68408845	PGCAROLIT00000007655	PGALLT00000095255	+	PgeneID:NA	ParentID:ENSMUST00000045902	LEVEL_3	PSSD	[[68407552, 68408845]]
16	18098898	18099871	PGCAROLIT00000007659	PGALLT00000100685	-	PgeneID:NA	ParentID:ENSMUST00000071703	LEVEL_3	PSSD	[[18098898, 18099871]]
13	16633859	16634703	PGCAROLIT00000007662	PGALLT00000052241	-	PgeneID:NA	ParentID:ENSMUST00000122872	LEVEL_3	PSSD	[[16633859, 16634703]]
2	26012976	26014728	PGCAROLIT00000007664	PGALLT00000078783	+	PgeneID:NA	ParentID:ENSMUST00000131261	LEVEL_3	PSSD	[[26012976, 26014728]]
16	72203115	72203933	PGCAROLIT00000007666	PGALLT00000052242	-	PgeneID:NA	ParentID:jg178.t1	LEVEL_3	PSSD	[[72203115, 72203933]]
17	89462078	89462506	PGCAROLIT00000007669	PGALLT00000092780	-	PgeneID:NA	ParentID:ENSMUST00000059825	LEVEL_3	PSSD	[[89462078, 89462506]]
8	9462185	9462473	PGCAROLIT00000007670	PGALLT00000052243	+	PgeneID:NA	ParentID:ENSMUST00000033478	LEVEL_3	DUP	[[9462185,  9462274],  [9462369, 9462473]]
X	10083287	10085745	PGCAROLIT00000007671	PGALLT00000101499	+	PgeneID:NA	ParentID:ENSMUST00000062747	LEVEL_3	PSSD	[[10083287, 10085745]]
X	56755864	56756797	PGCAROLIT00000007672	PGALLT00000101529	+	PgeneID:NA	ParentID:ENSMUST00000057500	LEVEL_3	PSSD	[[56755864, 56756797]]
6	87812260	87813734	PGCAROLIT00000007673	PGALLT00000052244	+	PgeneID:NA	ParentID:ENSMUST00000114582	LEVEL_3	PSSD	[[87812260, 87813734]]
9	2400553	2404699	PGCAROLIT00000007675	PGALLT00000078784	+	PgeneID:NA	ParentID:ENSMUST00000033673	LEVEL_3	PSSD	[[2400553, 2404699]]
X	7533400	7534668	PGCAROLIT00000007677	PGALLT00000052245	-	PgeneID:NA	ParentID:ENSMUST00000106969	LEVEL_3	DUP	[[7533400,  7533693],  [7534411, 7534668]]
12	1010999	1014655	PGCAROLIT00000007678	PGALLT00000084633	+	PgeneID:NA	ParentID:ENSMUST00000064639	LEVEL_3	PSSD	[[1010999, 1014655]]
X	96355225	96356720	PGCAROLIT00000007680	PGALLT00000101783	-	PgeneID:NA	ParentID:ENSMUST00000071308	LEVEL_3	PSSD	[[96355225, 96356720]]
14	112466526	112467052	PGCAROLIT00000007681	PGALLT00000052246	+	PgeneID:NA	ParentID:jg4136.t1	LEVEL_3	PSSD	[[112466526, 112467052]]
2	67699790	67700397	PGCAROLIT00000007682	PGALLT00000078786	+	PgeneID:NA	ParentID:ENSMUST00000079716	LEVEL_3	PSSD	[[67699790, 67700397]]
2	19214112	19217356	PGCAROLIT00000007684	PGALLT00000052247	+	PgeneID:NA	ParentID:ENSMUST00000028113	LEVEL_3	DUP	[[19214112,  19214228],  [19217204, 19217356]]
12	54764188	54765028	PGCAROLIT00000007686	PGALLT00000052248	-	PgeneID:NA	ParentID:jg178.t1	LEVEL_3	PSSD	[[54764188, 54765028]]
17	61559746	61560295	PGCAROLIT00000007687	PGALLT00000093457	-	PgeneID:NA	ParentID:ENSMUST00000026723	LEVEL_3	PSSD	[[61559746, 61560295]]
11	50456437	50458260	PGCAROLIT00000007688	PGALLT00000052249	+	PgeneID:NA	ParentID:ENSMUST00000065793	LEVEL_3	PSSD	[[50456437, 50458260]]
15	2216344	2216976	PGCAROLIT00000007689	PGALLT00000089077	+	PgeneID:NA	ParentID:ENSMUST00000170836	LEVEL_3	PSSD	[[2216344, 2216976]]
10	2519080	2520366	PGCAROLIT00000007690	PGALLT00000101113	+	PgeneID:NA	ParentID:ENSMUST00000029382	LEVEL_3	PSSD	[[2519080, 2520366]]
8	58899900	58901284	PGCAROLIT00000007691	PGALLT00000093699	+	PgeneID:NA	ParentID:ENSMUST00000010127	LEVEL_3	PSSD	[[58899900, 58901284]]
18	29402630	29403235	PGCAROLIT00000007693	PGALLT00000084812	+	PgeneID:NA	ParentID:ENSMUST00000166915	LEVEL_3	PSSD	[[29402630, 29403235]]
X	78517938	78524206	PGCAROLIT00000007694	PGALLT00000052251	+	PgeneID:NA	ParentID:ENSMUST00000076817	LEVEL_3	DUP	[[78517938,  78518051],  [78524024, 78524206]]
10	71172244	71173414	PGCAROLIT00000007695	PGALLT00000101724	+	PgeneID:NA	ParentID:ENSMUST00000006611	LEVEL_3	PSSD	[[71172244, 71173414]]
7	128778715	128781126	PGCAROLIT00000007699	PGALLT00000088877	+	PgeneID:NA	ParentID:ENSMUST00000145965	LEVEL_3	PSSD	[[128778715, 128781126]]
10	26662427	26664685	PGCAROLIT00000007700	PGALLT00000052252	-	PgeneID:NA	ParentID:ENSMUST00000167178	LEVEL_3	PSSD	[[26662427, 26664685]]
12	21309153	21309516	PGCAROLIT00000007701	PGALLT00000052253	+	PgeneID:NA	ParentID:ENSMUST00000086535	LEVEL_3	PSSD	[[21309153, 21309516]]
13	64729425	64730325	PGCAROLIT00000007702	PGALLT00000082549	-	PgeneID:NA	ParentID:ENSMUST00000161308	LEVEL_3	PSSD	[[64729425, 64730325]]
X	101432129	101433223	PGCAROLIT00000007704	PGALLT00000078787	-	PgeneID:NA	ParentID:ENSMUST00000059825	LEVEL_3	PSSD	[[101432129, 101433223]]
13	146967	147708	PGCAROLIT00000007705	PGALLT00000100254	+	PgeneID:NA	ParentID:ENSMUST00000119413	LEVEL_3	PSSD	[[146967, 147708]]
6	59627171	59629273	PGCAROLIT00000007709	PGALLT00000052255	-	PgeneID:NA	ParentID:ENSMUST00000106757	LEVEL_3	PSSD	[[59627171, 59629273]]
10	25997580	25998298	PGCAROLIT00000007710	PGALLT00000052256	+	PgeneID:NA	ParentID:ENSMUST00000031160	LEVEL_3	PSSD	[[25997580, 25998298]]
18	86375693	86376779	PGCAROLIT00000007711	PGALLT00000091984	+	PgeneID:NA	ParentID:ENSMUST00000067925	LEVEL_3	PSSD	[[86375693, 86376779]]
8	63127442	63127763	PGCAROLIT00000007712	PGALLT00000052257	-	PgeneID:NA	ParentID:ENSMUST00000087342	LEVEL_3	PSSD	[[63127442, 63127763]]
13	59282911	59283615	PGCAROLIT00000007714	PGALLT00000099948	-	PgeneID:NA	ParentID:ENSMUST00000042334	LEVEL_3	PSSD	[[59282911, 59283615]]
9	65619619	65620157	PGCAROLIT00000007716	PGALLT00000085713	-	PgeneID:NA	ParentID:ENSMUST00000126610	LEVEL_3	PSSD	[[65619619, 65620157]]
16	52536012	52536855	PGCAROLIT00000007717	PGALLT00000092599	-	PgeneID:NA	ParentID:ENSMUST00000019026	LEVEL_3	PSSD	[[52536012, 52536855]]
1	145016562	145017105	PGCAROLIT00000007722	PGALLT00000052258	+	PgeneID:NA	ParentID:ENSMUST00000035983	LEVEL_3	PSSD	[[145016562, 145017105]]
17	64767812	64769204	PGCAROLIT00000007723	PGALLT00000052259	+	PgeneID:NA	ParentID:ENSMUST00000075641	LEVEL_3	DUP	[[64767812,  64768159],  [64768844, 64769204]]
2	83515114	83515606	PGCAROLIT00000007727	PGALLT00000100909	-	PgeneID:NA	ParentID:ENSMUST00000143935	LEVEL_3	PSSD	[[83515114, 83515606]]
1	130238779	130239109	PGCAROLIT00000007729	PGALLT00000085661	+	PgeneID:NA	ParentID:ENSMUST00000138553	LEVEL_3	PSSD	[[130238779, 130239109]]
10	89408388	89408764	PGCAROLIT00000007730	PGALLT00000092224	-	PgeneID:NA	ParentID:ENSMUST00000126610	LEVEL_3	PSSD	[[89408388, 89408764]]
11	34759488	34760597	PGCAROLIT00000007735	PGALLT00000052263	-	PgeneID:NA	ParentID:ENSMUST00000156359	LEVEL_3	PSSD	[[34759488, 34760597]]
19	791426	791726	PGCAROLIT00000007738	PGALLT00000094134	+	PgeneID:NA	ParentID:ENSMUST00000177787	LEVEL_3	PSSD	[[791426, 791726]]
X	35525908	35526958	PGCAROLIT00000007739	PGALLT00000052264	-	PgeneID:NA	ParentID:ENSMUST00000204890	LEVEL_3	DUP	[[35525908,  35526207],  [35526770, 35526958]]
14	16077622	16077878	PGCAROLIT00000007740	PGALLT00000052265	+	PgeneID:NA	ParentID:ENSMUST00000080300	LEVEL_3	PSSD	[[16077622, 16077878]]
X	3103568	3104659	PGCAROLIT00000007742	PGALLT00000052266	+	PgeneID:NA	ParentID:ENSMUST00000102758	LEVEL_3	PSSD	[[3103568, 3104659]]
3	94142461	94142833	PGCAROLIT00000007743	PGALLT00000052267	+	PgeneID:NA	ParentID:ENSMUST00000080492	LEVEL_3	PSSD	[[94142461, 94142833]]
15	83792848	83793412	PGCAROLIT00000007744	PGALLT00000088983	-	PgeneID:NA	ParentID:ENSMUST00000042334	LEVEL_3	PSSD	[[83792848, 83793412]]
X	90872804	90873809	PGCAROLIT00000007745	PGALLT00000078788	-	PgeneID:NA	ParentID:ENSMUST00000116560	LEVEL_3	PSSD	[[90872804, 90873809]]
2	79587977	79588887	PGCAROLIT00000007747	PGALLT00000052268	-	PgeneID:NA	ParentID:ENSMUST00000099925	LEVEL_3	PSSD	[[79587977, 79588887]]
16	66233138	66233381	PGCAROLIT00000007748	PGALLT00000078789	-	PgeneID:NA	ParentID:ENSMUST00000075954	LEVEL_3	PSSD	[[66233138, 66233381]]
14	77573589	77574056	PGCAROLIT00000007749	PGALLT00000093053	-	PgeneID:NA	ParentID:ENSMUST00000126610	LEVEL_3	PSSD	[[77573589, 77574056]]
X	123292694	123293238	PGCAROLIT00000007750	PGALLT00000087091	-	PgeneID:NA	ParentID:ENSMUST00000025631	LEVEL_3	PSSD	[[123292694, 123293238]]
10	39687850	39689718	PGCAROLIT00000007752	PGALLT00000101473	+	PgeneID:NA	ParentID:ENSMUST00000026957	LEVEL_3	PSSD	[[39687850, 39689718]]
7	109340537	109340929	PGCAROLIT00000007753	PGALLT00000086784	-	PgeneID:NA	ParentID:ENSMUST00000132846	LEVEL_3	PSSD	[[109340537, 109340929]]
8	49669008	49671903	PGCAROLIT00000007754	PGALLT00000088973	+	PgeneID:NA	ParentID:ENSMUST00000065630	LEVEL_3	PSSD	[[49669008, 49671903]]
6	42247547	42247916	PGCAROLIT00000007755	PGALLT00000052269	+	PgeneID:NA	ParentID:ENSMUST00000039535	LEVEL_3	PSSD	[[42247547, 42247916]]
19	48492723	48493784	PGCAROLIT00000007758	PGALLT00000086079	-	PgeneID:NA	ParentID:ENSMUST00000059825	LEVEL_3	PSSD	[[48492723, 48493784]]
6	18922016	18923329	PGCAROLIT00000007760	PGALLT00000101740	+	PgeneID:NA	ParentID:ENSMUST00000006565	LEVEL_3	PSSD	[[18922016, 18923329]]
1	164313397	164314305	PGCAROLIT00000007761	PGALLT00000052270	+	PgeneID:NA	ParentID:ENSMUST00000053941	LEVEL_3	PSSD	[[164313397, 164314305]]
2	116355373	116357394	PGCAROLIT00000007762	PGALLT00000052271	+	PgeneID:NA	ParentID:ENSMUST00000027123	LEVEL_3	PSSD	[[116355373, 116357394]]
4	79507720	79509707	PGCAROLIT00000007763	PGALLT00000078790	-	PgeneID:NA	ParentID:ENSMUST00000134437	LEVEL_3	PSSD	[[79507720, 79509707]]
11	95796806	95797301	PGCAROLIT00000007764	PGALLT00000052272	+	PgeneID:NA	ParentID:ENSMUST00000105053	LEVEL_3	PSSD	[[95796806, 95797301]]
X	40298114	40298638	PGCAROLIT00000007765	PGALLT00000052273	-	PgeneID:NA	ParentID:ENSMUST00000072037	LEVEL_3	DUP	[[40298114,  40298292],  [40298507, 40298638]]
8	101102573	101103648	PGCAROLIT00000007767	PGALLT00000081406	-	PgeneID:NA	ParentID:ENSMUST00000077577	LEVEL_3	PSSD	[[101102573, 101103648]]
X	117813115	117815098	PGCAROLIT00000007769	PGALLT00000094864	-	PgeneID:NA	ParentID:ENSMUST00000029588	LEVEL_3	PSSD	[[117813115, 117815098]]
8	62958392	62962251	PGCAROLIT00000007771	PGALLT00000052274	+	PgeneID:NA	ParentID:ENSMUST00000048305	LEVEL_3	PSSD	[[62958392, 62962251]]
11	68930840	68931518	PGCAROLIT00000007773	PGALLT00000052275	-	PgeneID:NA	ParentID:ENSMUST00000145656	LEVEL_3	PSSD	[[68930840, 68931518]]
5	108179419	108179919	PGCAROLIT00000007775	PGALLT00000089362	+	PgeneID:NA	ParentID:ENSMUST00000142233	LEVEL_3	PSSD	[[108179419, 108179919]]
7	40778860	40781755	PGCAROLIT00000007777	PGALLT00000052276	+	PgeneID:NA	ParentID:ENSMUST00000079759	LEVEL_3	DUP	[[40778860,  40779615],  [40780702, 40781755]]
10	17478440	17478917	PGCAROLIT00000007778	PGALLT00000085228	-	PgeneID:NA	ParentID:ENSMUST00000132846	LEVEL_3	PSSD	[[17478440, 17478917]]
9	68424504	68425087	PGCAROLIT00000007779	PGALLT00000096329	-	PgeneID:NA	ParentID:ENSMUST00000035105	LEVEL_3	PSSD	[[68424504, 68425087]]
17	7235381	7236756	PGCAROLIT00000007780	PGALLT00000092998	+	PgeneID:NA	ParentID:ENSMUST00000001809	LEVEL_3	PSSD	[[7235381, 7236756]]
16	79294623	79295591	PGCAROLIT00000007781	PGALLT00000101407	+	PgeneID:NA	ParentID:ENSMUST00000080001	LEVEL_3	PSSD	[[79294623, 79295591]]
9	62550260	62551295	PGCAROLIT00000007783	PGALLT00000052277	+	PgeneID:NA	ParentID:ENSMUST00000071555	LEVEL_3	DUP	[[62550260,  62550562],  [62550734, 62551295]]
15	51448887	51449628	PGCAROLIT00000007784	PGALLT00000091742	+	PgeneID:NA	ParentID:ENSMUST00000102814	LEVEL_3	PSSD	[[51448887, 51449628]]
16	45152096	45153019	PGCAROLIT00000007788	PGALLT00000101234	+	PgeneID:NA	ParentID:ENSMUST00000135573	LEVEL_3	PSSD	[[45152096, 45153019]]
11	14494029	14497472	PGCAROLIT00000007790	PGALLT00000078791	-	PgeneID:NA	ParentID:ENSMUST00000102960	LEVEL_3	PSSD	[[14494029, 14497472]]
X	149125832	149126166	PGCAROLIT00000007791	PGALLT00000052279	+	PgeneID:NA	ParentID:ENSMUST00000034497	LEVEL_3	PSSD	[[149125832, 149126166]]
10	99283713	99284095	PGCAROLIT00000007792	PGALLT00000078792	-	PgeneID:NA	ParentID:ENSMUST00000080300	LEVEL_3	PSSD	[[99283713, 99284095]]
2	19723137	19724626	PGCAROLIT00000007793	PGALLT00000052280	+	PgeneID:NA	ParentID:ENSMUST00000114077	LEVEL_3	PSSD	[[19723137, 19724626]]
11	83065439	83065941	PGCAROLIT00000007794	PGALLT00000097640	-	PgeneID:NA	ParentID:ENSMUST00000020317	LEVEL_3	PSSD	[[83065439, 83065941]]
14	8858675	8861524	PGCAROLIT00000007798	PGALLT00000094803	+	PgeneID:NA	ParentID:ENSMUST00000090614	LEVEL_3	PSSD	[[8858675, 8861524]]
