#chr	start	end	strand	query	frac	ins	del	shift	stop	expect	ident	polya	type
12	19431440	19431814	+	ENSMUSP00000071756.3	0.65	0	1	0	1	2e-53	0.841	0	FRAG
12	19482541	19482654	+	ENSMUSP00000016571.7	0.54	0	0	0	1	1e-09	0.737	3	FRAG
12	19490532	19490864	+	ENSMUSP00000135963.1	1.00	0	0	0	0	4e-48	0.865	0	PSSD
12	19525993	19527858	+	ENSMUSP00000071756.3	0.84	2	1	0	1	1e-52	0.82	0	DUP
12	19554019	19554393	+	ENSMUSP00000071756.3	0.65	0	1	0	0	4e-49	0.786	0	FRAG
12	19598710	19598838	+	ENSMUSP00000016571.7	0.63	0	1	0	1	3e-10	0.750	0	FRAG
12	19606652	19607055	+	ENSMUSP00000136072.1	1.00	1	0	1	0	4e-22	0.919	0	PSSD
12	19633730	19635165	+	ENSMUSP00000114301.1	0.76	16	7	7	10	5e-08	0.51	3	FRAG
12	19653888	19654174	+	ENSMUSP00000133094.1	0.77	2	7	1	0	2e-08	0.806	0	FRAG
12	19658046	19658419	+	ENSMUSP00000071756.3	0.65	1	1	1	1	2e-41	0.810	0	FRAG
12	19691358	19691488	+	ENSMUSP00000016571.7	0.63	1	0	1	1	6e-09	0.727	2	FRAG
12	19704294	19704605	+	ENSMUSP00000135963.1	1.00	0	7	0	1	2e-41	0.775	0	PSSD
12	19738486	19739173	+	ENSMUSP00000148399.1	0.59	7	4	6	7	3e-08	0.483	2	FRAG
12	19871830	19871990	+	ENSMUSP00000134665.1	0.39	2	6	2	0	1e-08	0.661	3	FRAG
12	19998381	19998691	+	ENSMUSP00000133094.1	0.71	12	1	1	0	1e-08	0.733	0	FRAG
12	20002779	20008392	+	ENSMUSP00000071756.3	1.00	0	1	0	2	3e-51	0.82	0	DUP
12	20056155	20056268	+	ENSMUSP00000016571.7	0.54	0	0	0	1	5e-09	0.711	3	FRAG
12	20071602	20072008	+	ENSMUSP00000136072.1	1.00	6	2	3	0	1e-17	0.833	0	PSSD
12	20086025	20087177	+	ENSMUSP00000148399.1	0.86	49	0	2	12	8e-08	0.411	0	FRAG
12	20111164	20113029	+	ENSMUSP00000071756.3	0.84	2	1	0	1	1e-52	0.82	0	DUP
12	20139160	20139534	+	ENSMUSP00000071756.3	0.65	0	1	0	0	6e-51	0.802	0	FRAG
12	20188519	20188647	+	ENSMUSP00000016571.7	0.63	0	1	0	1	2e-09	0.727	0	FRAG
12	20196917	20197249	+	ENSMUSP00000127423.1	1.00	0	0	0	0	2e-55	0.937	0	PSSD
12	20222277	20222405	+	ENSMUSP00000016571.7	0.63	0	1	0	1	4e-10	0.750	3	FRAG
12	20245515	20246468	+	ENSMUSP00000104558.2	0.58	12	7	6	13	1e-07	0.480	2	FRAG
12	20270505	20270919	+	ENSMUSP00000133094.1	1.00	11	2	3	0	4e-09	0.721	3	FRAG
12	20275039	20278025	+	ENSMUSP00000071756.3	1.00	1	1	1	2	3e-40	0.83	0	DUP
12	20304294	20304407	+	ENSMUSP00000016571.7	0.54	0	0	0	1	3e-10	0.763	3	FRAG
12	20312515	20312848	+	ENSMUSP00000131746.1	1.00	1	0	1	0	6e-42	0.847	0	PSSD
12	20411213	20411341	+	ENSMUSP00000016571.7	0.63	0	1	0	1	1e-08	0.705	3	FRAG
12	20454383	20454696	+	ENSMUSP00000133094.1	0.87	2	11	1	0	4e-09	0.767	0	FRAG
12	20458578	20458952	+	ENSMUSP00000071756.3	0.65	0	1	0	1	2e-51	0.810	0	FRAG
12	20540829	20541109	+	ENSMUSP00000133094.1	0.73	2	3	1	0	1e-08	0.794	0	FRAG
12	20545201	20550716	+	ENSMUSP00000071756.3	1.00	0	1	0	3	6e-49	0.81	0	DUP
12	20606446	20606574	+	ENSMUSP00000016571.7	0.63	0	1	0	1	1e-10	0.750	2	FRAG
12	20615304	20615636	+	ENSMUSP00000100800.1	1.00	0	0	0	0	9e-50	0.901	0	PSSD
12	20636684	20637211	+	ENSMUSP00000078222.6	0.65	4	0	3	4	1e-14	0.559	0	FRAG
12	20656859	20657187	+	ENSMUSP00000133094.1	1.00	2	23	1	1	3e-07	0.647	0	FRAG
12	20664519	20666390	+	ENSMUSP00000071756.3	0.84	1	3	1	2	1e-39	0.74	0	DUP
12	20793295	20793591	+	ENSMUSP00000133094.1	1.00	0	33	0	1	4e-07	0.583	0	FRAG
12	20798348	20800204	+	ENSMUSP00000071756.3	0.84	1	1	1	4	7e-43	0.80	0	DUP
12	20910832	20910992	+	ENSMUSP00000134665.1	0.39	2	6	2	0	1e-08	0.661	0	FRAG
12	20924120	20925230	+	ENSMUSP00000071756.3	0.36	0	0	0	1	1e-10	0.85	0	DUP
12	20981895	20982023	+	ENSMUSP00000016571.7	0.63	0	1	0	1	1e-10	0.750	2	FRAG
12	20990762	20991080	+	ENSMUSP00000100800.1	0.95	1	0	1	0	1e-42	0.906	0	PSSD
12	21017144	21017672	+	ENSMUSP00000078222.6	0.65	3	0	2	5	2e-14	0.548	0	FRAG
12	21035359	21035767	+	ENSMUSP00000133094.1	0.95	14	0	2	3	4e-09	0.628	0	FRAG
12	21042959	21048281	+	ENSMUSP00000071756.3	1.00	0	1	0	4	2e-47	0.82	0	DUP
12	21103967	21104097	+	ENSMUSP00000016571.7	0.63	1	0	1	1	3e-11	0.795	3	FRAG
12	21545309	21554475	+	ENSMUSP00000075339.7	0.22	0	3	0	1	3e-12	0.93	3	DUP
12	21568871	21569158	+	ENSMUSP00000072084.5	0.11	0	0	0	1	3e-17	0.82	0	DUP
12	21623982	21624125	+	ENSMUSP00000107927.2	0.03	0	0	0	0	3e-09	0.958	0	FRAG
12	21679816	21679968	+	ENSMUSP00000134665.1	0.38	0	6	0	0	2e-12	0.667	0	FRAG
12	22001624	22001783	+	ENSMUSP00000134665.1	0.39	1	6	1	0	8e-12	0.644	3	FRAG
12	22552174	22554059	+	ENSMUSP00000071756.3	0.84	1	1	1	2	8e-40	0.82	0	DUP
12	22559021	22559203	+	ENSMUSP00000131389.1	0.21	0	0	0	0	2e-26	1.000	0	FRAG
12	22593088	22593247	+	ENSMUSP00000131930.1	0.35	1	6	1	0	2e-12	0.661	0	FRAG
12	22666701	22666844	+	ENSMUSP00000107927.2	0.03	0	0	0	0	2e-08	0.938	0	FRAG
12	22877202	22877361	+	ENSMUSP00000134665.1	0.39	1	6	1	0	8e-12	0.644	3	FRAG
12	22998355	22998475	+	ENSMUSP00000134665.1	0.26	1	0	1	0	7e-08	0.725	0	FRAG
12	23155912	23156071	+	ENSMUSP00000134665.1	0.39	1	6	1	0	2e-11	0.644	0	FRAG
12	23294439	23294599	+	ENSMUSP00000134665.1	0.39	2	6	2	0	1e-08	0.644	0	FRAG
12	23896396	23898281	+	ENSMUSP00000071756.3	0.84	1	1	1	2	8e-40	0.82	0	DUP
12	23903253	23903435	+	ENSMUSP00000131389.1	0.21	0	0	0	0	2e-26	1.000	0	FRAG
12	23937351	23937510	+	ENSMUSP00000131930.1	0.35	1	6	1	0	2e-12	0.661	0	FRAG
12	24012527	24012670	+	ENSMUSP00000107927.2	0.03	0	0	0	0	2e-08	0.938	0	FRAG
12	24223109	24223268	+	ENSMUSP00000134665.1	0.39	1	6	1	0	8e-12	0.644	3	FRAG
12	24348552	24348672	+	ENSMUSP00000134665.1	0.26	1	0	1	0	7e-08	0.725	0	FRAG
12	24760228	24760609	+	ENSMUSP00000083722.6	0.98	13	8	1	5	8e-09	0.622	1	FRAG
12	24779202	24779447	+	ENSMUSP00000115919.1	0.44	3	6	3	1	6e-17	0.730	0	FRAG
12	25282595	25282939	+	ENSMUSP00000023851.5	0.99	0	0	0	1	1e-40	0.809	0	PSSD
12	26150346	26150513	+	ENSMUSP00000027123.8	0.10	0	0	0	0	7e-12	0.946	0	FRAG
12	28523044	28523353	+	ENSMUSP00000079180.7	1.00	1	22	1	1	4e-14	0.536	0	PSSD
12	30486742	30486986	+	ENSMUSP00000035142.6	0.14	1	0	1	0	6e-28	0.805	0	FRAG
12	31018217	31019821	+	ENSMUSP00000034834.9	1.00	6	0	2	4	0.0	0.908	0	PSSD
12	31030887	31031606	+	ENSMUSP00000142702.1	0.37	5	40	3	14	7e-13	0.324	0	FRAG
12	31199816	31200292	+	ENSMUSP00000002979.8	0.09	10	12	6	4	9e-10	0.364	0	FRAG
12	31234539	31234873	+	ENSMUSP00000135946.1	0.91	8	1	1	0	2e-22	0.646	0	PSSD
12	31240770	31240976	+	ENSMUSP00000053671.6	1.00	0	2	0	0	6e-20	0.732	0	PSSD
12	31418848	31420065	+	ENSMUSP00000045009.6	1.00	6	3	5	2	4e-117	0.941	0	PSSD
12	31562866	31563211	+	ENSMUSP00000128502.1	0.85	2	11	1	4	4e-22	0.548	3	PSSD
12	31747325	31747652	+	ENSMUSP00000077857.5	0.95	5	0	1	1	5e-37	0.815	0	PSSD
12	31748072	31748780	+	ENSMUSP00000092502.3	0.86	6	18	5	3	1e-51	0.636	3	PSSD
12	32710144	32712533	+	ENSMUSP00000105732.2	1.00	5	38	2	3	0.0	0.87	0	DUP
12	32930155	32930715	+	ENSMUSP00000054840.6	0.94	13	10	5	3	3e-26	0.601	0	PSSD
12	33846454	33847059	+	ENSMUSP00000082682.6	0.96	0	4	0	2	3e-73	0.879	3	PSSD
12	34940023	34940377	+	ENSMUSP00000116869.2	0.04	0	0	0	1	3e-15	0.88	1	DUP
12	35772951	35775112	+	ENSMUSP00000024739.7	1.00	11	5	8	3	5e-151	0.824	3	PSSD
12	36115079	36115671	+	ENSMUSP00000029722.6	0.80	12	15	9	2	2e-07	0.437	3	FRAG
12	36172368	36173662	+	ENSMUSP00000033673.6	1.00	14	44	11	4	1e-20	0.626	3	PSSD
12	36539357	36539767	+	ENSMUSP00000149722.1	1.00	0	3	0	1	3e-61	0.957	0	PSSD
12	37569282	37569566	+	ENSMUSP00000121015.1	0.47	0	0	0	1	1e-29	0.705	0	FRAG
12	38090334	38091669	+	ENSMUSP00000101748.1	0.62	28	14	9	10	3e-55	0.542	0	FRAG
12	38707869	38708567	+	ENSMUSP00000092502.3	0.82	7	6	6	1	1e-27	0.647	0	PSSD
12	38875450	38876024	+	ENSMUSP00000083705.5	0.60	14	6	6	4	1e-18	0.608	0	FRAG
12	38998654	38998920	+	ENSMUSP00000009157.3	1.00	0	0	0	1	4e-38	0.854	0	PSSD
12	39208890	39209663	+	ENSMUSP00000024570.5	0.49	7	44	7	6	8e-34	0.601	0	FRAG
12	39765183	39765735	+	ENSMUSP00000128489.1	1.00	10	9	7	1	1e-31	0.699	0	PSSD
12	39874843	39875940	+	ENSMUSP00000044245.6	0.67	6	12	4	2	7e-116	0.749	0	FRAG
12	40875537	40875865	+	ENSMUSP00000111009.3	0.96	6	1	3	0	4e-21	0.802	0	PSSD
12	40893485	40894316	+	ENSMUSP00000033763.8	0.98	26	11	5	5	7e-31	0.55	0	DUP
12	40917358	40917960	+	ENSMUSP00000147401.1	0.92	11	4	5	5	1e-43	0.709	0	PSSD
12	41684394	41684718	+	ENSMUSP00000026420.5	0.97	2	3	2	4	2e-09	0.545	0	FRAG
12	42028212	42028913	+	ENSMUSP00000006392.2	0.65	2	11	2	0	7e-73	0.694	3	FRAG
12	44064964	44065871	+	ENSMUSP00000150068.1	1.00	15	1	1	0	4e-88	0.842	0	PSSD
12	44065920	44066063	+	ENSMUSP00000150736.1	0.94	0	0	0	0	2e-15	0.833	0	PSSD
12	44066065	44067559	+	ENSMUSP00000137421.1	1.00	1	0	1	0	0.0	0.926	0	PSSD
12	44120618	44121506	+	ENSMUSP00000150068.1	1.00	11	2	3	3	8e-57	0.721	0	PSSD
12	44121555	44121707	+	ENSMUSP00000150736.1	1.00	0	0	0	0	2e-16	0.824	0	PSSD
12	44121754	44122862	+	ENSMUSP00000127976.2	1.00	1	0	1	2	1e-154	0.800	0	PSSD
12	44221743	44223374	+	ENSMUSP00000112640.1	1.00	0	53	0	0	2e-151	0.821	0	PSSD
12	44923197	44924343	+	ENSMUSP00000012540.3	0.94	9	5	6	5	2e-12	0.55	0	DUP
12	45905249	45905725	+	ENSMUSP00000035245.8	0.84	8	20	7	0	1e-12	0.506	3	PSSD
12	46281906	46282228	+	ENSMUSP00000114294.1	0.50	1	1	1	2	4e-08	0.697	0	FRAG
12	47199989	47200492	+	ENSMUSP00000025052.6	0.99	22	3	4	3	7e-17	0.620	0	PSSD
12	47812905	47813249	+	ENSMUSP00000026420.5	1.00	0	0	0	2	1e-37	0.965	0	PSSD
12	48133705	48133857	+	ENSMUSP00000041794.5	1.00	0	0	0	1	6e-14	0.706	3	PSSD
12	48186138	48186387	+	ENSMUSP00000108148.1	0.23	2	1	2	0	4e-26	0.847	2	FRAG
12	48632241	48632457	+	ENSMUSP00000051968.5	0.76	2	4	1	0	6e-14	0.737	0	PSSD
12	49140238	49141263	+	ENSMUSP00000113942.2	0.94	6	1	3	2	5e-147	0.871	0	PSSD
12	49324737	49325615	+	ENSMUSP00000064755.5	0.56	8	5	7	5	2e-59	0.649	0	FRAG
12	49499008	49499365	+	ENSMUSP00000013842.5	0.92	2	0	2	1	2e-33	0.742	0	PSSD
12	51297487	51297960	+	ENSMUSP00000003521.8	1.00	0	0	0	0	9e-79	0.930	0	PSSD
12	51408830	51409439	+	ENSMUSP00000144412.1	0.96	2	0	1	0	4e-79	0.951	3	PSSD
12	51517272	51518031	+	ENSMUSP00000102301.1	0.44	11	27	7	9	4e-11	0.416	0	FRAG
12	51995036	51995509	+	ENSMUSP00000080203.5	1.00	6	6	2	1	1e-52	0.848	3	PSSD
12	52079009	52079308	+	ENSMUSP00000003469.7	0.45	0	0	0	0	8e-52	0.970	0	FRAG
12	54428077	54428556	+	ENSMUSP00000041652.5	1.00	0	0	0	2	9e-81	0.931	0	PSSD
12	54622588	54623218	+	ENSMUSP00000000756.5	1.00	1	1	1	1	2e-92	0.948	0	PSSD
12	54716795	54717220	+	ENSMUSP00000021083.6	0.96	2	6	2	0	3e-26	0.872	0	PSSD
12	54963064	54964197	+	ENSMUSP00000073289.8	1.00	14	23	8	6	6e-12	0.53	0	DUP
12	55152444	55152854	+	ENSMUSP00000021411.7	0.23	0	0	0	1	7e-71	0.964	2	FRAG
12	55227508	55227918	+	ENSMUSP00000021411.7	0.23	0	0	0	1	7e-71	0.964	2	FRAG
12	55278492	55278713	+	ENSMUSP00000137299.1	0.36	0	0	0	1	1e-21	0.919	0	FRAG
12	55423202	55423455	+	ENSMUSP00000039335.4	1.00	3	0	1	0	7e-24	0.800	0	PSSD
12	56050530	56051161	+	ENSMUSP00000074317.4	0.49	4	5	1	1	7e-42	0.481	0	FRAG
12	56189407	56191129	+	ENSMUSP00000044827.5	0.43	14	5	7	3	6e-131	0.874	0	FRAG
12	56666971	56667858	+	ENSMUSP00000027846.7	0.92	10	13	7	3	5e-26	0.500	0	PSSD
12	57632686	57632948	+	ENSMUSP00000112944.1	0.34	6	0	1	2	5e-13	0.523	0	FRAG
12	58763764	58764709	+	ENSMUSP00000042691.7	0.39	9	21	7	12	8e-66	0.607	0	FRAG
12	58920667	58921276	+	ENSMUSP00000021942.6	0.99	4	11	4	5	4e-34	0.614	0	PSSD
12	59262673	59262984	+	ENSMUSP00000080991.2	0.33	0	0	0	3	8e-42	0.837	2	FRAG
12	59291949	59292935	+	ENSMUSP00000113942.2	0.94	8	11	5	0	7e-114	0.830	0	PSSD
12	59336828	59337011	+	ENSMUSP00000026420.5	0.61	1	9	1	1	4e-11	0.643	0	FRAG
12	60045033	60045482	+	ENSMUSP00000033994.8	0.58	20	2	2	4	3e-17	0.63	0	DUP
12	60155975	60156286	+	ENSMUSP00000036907.7	0.80	6	0	4	1	1e-08	0.606	0	FRAG
12	60317903	60318040	+	ENSMUSP00000021719.5	0.79	0	0	0	0	9e-11	0.674	0	PSSD
12	60501138	60501350	+	ENSMUSP00000150068.1	0.24	0	0	0	0	2e-32	0.972	0	FRAG
12	60501399	60501551	+	ENSMUSP00000150736.1	1.00	0	0	0	0	2e-17	0.843	0	PSSD
12	60501538	60503032	+	ENSMUSP00000137335.1	1.00	2	1	2	1	0.0	0.938	0	PSSD
12	60526518	60528077	+	ENSMUSP00000024736.7	1.00	11	6	3	3	0.0	0.771	0	PSSD
12	61256638	61256965	+	ENSMUSP00000117461.1	0.69	2	4	2	7	9e-16	0.623	0	FRAG
12	61263827	61264413	+	ENSMUSP00000076294.5	0.66	8	45	5	3	1e-27	0.606	0	FRAG
12	61458508	61459039	+	ENSMUSP00000012540.3	0.62	5	13	4	1	1e-21	0.754	0	FRAG
12	61487919	61488074	+	ENSMUSP00000075953.4	0.65	0	3	0	0	2e-07	0.600	0	FRAG
12	61579485	61580175	+	ENSMUSP00000029803.7	1.00	16	0	2	1	7e-78	0.827	1	PSSD
12	62065564	62065692	+	ENSMUSP00000101821.2	0.28	0	0	0	1	4e-11	0.767	3	FRAG
12	62161968	62162851	+	ENSMUSP00000126079.1	0.83	11	44	6	0	9e-81	0.662	3	PSSD
12	62169151	62169656	+	ENSMUSP00000129049.1	0.93	1	0	1	1	7e-49	0.77	0	DUP
12	62365254	62366305	+	ENSMUSP00000072808.3	0.89	6	7	2	2	2e-167	0.874	3	PSSD
12	64786311	64787031	+	ENSMUSP00000110488.1	1.00	1	2	1	0	1e-77	0.988	0	PSSD
12	64816815	64818505	+	ENSMUSP00000063894.7	1.00	14	38	10	7	4e-113	0.71	0	DUP
12	65251708	65251914	+	ENSMUSP00000080659.5	0.12	2	1	0	0	4e-25	0.829	3	FRAG
12	66269265	66270053	+	ENSMUSP00000030460.8	0.69	8	65	5	5	3e-37	0.647	1	FRAG
12	66482506	66484156	+	ENSMUSP00000093955.4	1.00	24	15	11	9	2e-37	0.58	3	DUP
12	66845595	66846678	+	ENSMUSP00000083322.6	0.94	17	28	11	13	4e-07	0.383	3	FRAG
12	68090803	68091069	+	ENSMUSP00000074724.6	0.87	0	0	0	1	1e-30	0.899	2	PSSD
12	68536842	68537821	+	ENSMUSP00000033673.6	0.73	10	19	9	14	3e-09	0.428	0	FRAG
12	68546629	68547325	+	ENSMUSP00000087632.4	1.00	7	38	7	7	1e-35	0.593	3	PSSD
12	69123101	69123777	+	ENSMUSP00000125491.1	1.00	1	0	1	0	3e-108	0.991	0	PSSD
12	69150507	69150620	+	ENSMUSP00000127838.1	0.04	0	0	0	1	1e-07	0.737	0	FRAG
12	69528316	69528594	+	ENSMUSP00000102198.1	0.82	0	13	0	1	3e-08	0.415	0	FRAG
12	69819816	69820377	+	ENSMUSP00000093124.4	0.95	9	22	7	5	1e-13	0.519	3	PSSD
12	69970894	69971349	+	ENSMUSP00000119666.1	0.57	7	4	5	1	6e-30	0.710	0	FRAG
12	69971908	69972183	+	ENSMUSP00000075235.5	0.16	0	2	0	0	4e-15	0.436	0	FRAG
12	69981074	69982468	+	ENSMUSP00000086640.5	0.95	3	1	3	1	0.0	0.93	0	DUP
12	72096432	72098104	+	ENSMUSP00000024739.7	0.89	23	83	23	9	8e-16	0.470	3	PSSD
12	72620775	72621087	+	ENSMUSP00000139966.1	1.00	2	14	2	0	5e-35	0.731	0	PSSD
12	73961151	73961444	+	ENSMUSP00000029515.4	1.00	0	0	0	0	3e-46	0.918	0	PSSD
12	74295355	74295687	+	ENSMUSP00000142132.1	0.49	0	0	0	0	1e-11	0.69	3	DUP
12	74346341	74348205	+	ENSMUSP00000079722.5	0.83	17	174	9	9	2e-91	0.666	0	PSSD
12	75601691	75601843	+	ENSMUSP00000079628.4	0.38	0	0	0	0	7e-13	0.745	0	FRAG
12	76492349	76492548	+	ENSMUSP00000069076.4	0.23	3	0	1	0	7e-21	0.881	3	FRAG
12	77370492	77373312	+	ENSMUSP00000033009.9	0.86	33	46	23	19	3e-11	0.47	3	DUP
12	77577094	77577353	+	ENSMUSP00000083722.6	0.74	1	5	1	3	1e-13	0.522	0	PSSD
12	77624587	77625039	+	ENSMUSP00000136534.1	1.00	0	0	0	0	7e-58	0.781	3	PSSD
12	77819512	77819818	+	ENSMUSP00000045654.8	1.00	1	7	1	1	2e-44	0.862	0	PSSD
12	79113466	79113985	+	ENSMUSP00000083705.5	0.60	4	17	4	1	6e-40	0.743	3	FRAG
12	79216278	79216637	+	ENSMUSP00000101898.3	0.84	4	3	4	4	1e-11	0.553	0	PSSD
12	80613296	80613609	+	ENSMUSP00000059766.6	0.99	1	0	1	1	3e-35	0.762	0	PSSD
12	80808622	80808867	+	ENSMUSP00000080991.2	0.26	0	1	0	3	7e-28	0.795	0	FRAG
12	81102869	81103471	+	ENSMUSP00000099757.4	0.98	2	2	2	3	1e-74	0.798	0	PSSD
12	81399812	81400120	+	ENSMUSP00000074724.6	1.00	1	0	0	1	1e-35	0.863	0	PSSD
12	81589533	81589945	+	ENSMUSP00000078691.4	0.89	8	2	4	0	1e-20	0.695	0	PSSD
12	81709144	81709516	+	ENSMUSP00000029698.8	1.00	2	0	2	1	3e-40	0.848	0	PSSD
12	82543636	82544183	+	ENSMUSP00000078654.5	0.99	1	0	1	1	2e-76	0.891	0	PSSD
12	83505082	83505536	+	ENSMUSP00000023741.8	0.03	1	0	1	0	1e-14	0.993	0	FRAG
12	83742632	83743505	+	ENSMUSP00000080531.8	0.90	10	32	2	10	1e-42	0.475	0	PSSD
12	83758944	83759222	+	ENSMUSP00000021559.7	0.98	3	10	2	1	2e-10	0.621	0	FRAG
12	83847942	83848348	+	ENSMUSP00000109399.2	0.75	6	13	1	4	4e-28	0.604	0	PSSD
12	84023799	84024008	+	ENSMUSP00000126448.1	0.17	3	1	3	0	4e-08	0.681	3	FRAG
12	85255617	85255888	+	ENSMUSP00000148977.1	0.98	1	0	1	0	7e-32	0.945	0	PSSD
12	85356545	85357165	+	ENSMUSP00000144412.1	0.99	4	3	2	0	3e-54	0.914	3	PSSD
12	85440715	85441103	+	ENSMUSP00000123235.1	0.94	1	2	1	0	3e-54	0.902	0	PSSD
12	85662443	85662865	+	ENSMUSP00000077857.5	1.00	1	0	1	0	1e-37	0.95	0	DUP
12	85728451	85728751	+	ENSMUSP00000106764.1	0.56	4	3	2	1	8e-24	0.731	0	FRAG
12	85957396	85957609	+	ENSMUSP00000142951.1	0.81	2	1	2	0	2e-10	0.671	3	FRAG
12	86347669	86348558	+	ENSMUSP00000142694.1	0.36	37	42	5	2	2e-25	0.426	2	FRAG
12	86650571	86651659	+	ENSMUSP00000104466.3	1.00	20	6	9	4	7e-31	0.68	0	DUP
12	86714811	86715500	+	ENSMUSP00000034834.9	0.43	10	1	5	0	2e-63	0.806	0	FRAG
12	87067475	87067594	+	ENSMUSP00000104067.1	0.28	0	0	0	0	8e-15	0.975	0	FRAG
12	87371991	87372315	+	ENSMUSP00000009039.5	0.95	1	1	1	2	3e-39	0.807	0	PSSD
12	87394443	87394716	+	ENSMUSP00000146136.1	0.68	6	7	2	0	5e-22	0.677	0	FRAG
12	87420510	87420982	+	ENSMUSP00000041652.5	0.99	1	1	1	0	5e-79	0.962	3	PSSD
12	87480108	87482833	+	ENSMUSP00000049705.8	1.00	11	307	6	1	0.0	0.605	3	PSSD
12	87485143	87485801	+	ENSMUSP00000019859.8	0.31	5	0	4	6	1e-50	0.747	0	FRAG
12	87494721	87495152	+	ENSMUSP00000126351.2	1.00	0	0	0	0	3e-53	0.944	0	PSSD
12	87496093	87508264	+	ENSMUSP00000019859.8	0.99	3	9	3	3	5e-50	0.69	0	DUP
12	87519727	87520870	+	ENSMUSP00000019859.8	0.63	5	63	3	4	4e-96	0.635	3	FRAG
12	87537904	87538301	+	ENSMUSP00000016703.7	1.00	1	3	1	2	1e-47	0.838	2	PSSD
12	87629991	87630399	+	ENSMUSP00000016703.7	1.00	1	0	1	2	4e-41	0.868	2	PSSD
12	87759158	87759375	+	ENSMUSP00000136437.1	1.00	1	0	1	1	5e-27	0.877	3	PSSD
12	87761118	87761453	+	ENSMUSP00000019859.8	0.16	0	0	0	3	5e-28	0.723	3	FRAG
12	87781143	87783912	+	ENSMUSP00000049705.8	1.00	18	302	4	1	0.0	0.599	3	PSSD
12	87786283	87786943	+	ENSMUSP00000019859.8	0.31	3	0	2	6	2e-34	0.733	3	FRAG
12	87796883	87809024	+	ENSMUSP00000019859.8	0.99	2	10	2	2	1e-56	0.70	0	DUP
12	87827710	87828118	+	ENSMUSP00000016703.7	1.00	1	0	1	2	4e-41	0.868	2	PSSD
12	87861344	87863965	+	ENSMUSP00000049705.8	0.71	12	2	0	0	0.0	0.804	3	PSSD
12	87865785	87868203	+	ENSMUSP00000019859.8	0.99	21	10	9	5	3e-97	0.74	0	DUP
12	87877958	87889649	+	ENSMUSP00000019859.8	0.99	3	9	3	1	3e-56	0.71	0	DUP
12	87896739	87928017	+	ENSMUSP00000019859.8	0.99	6	26	2	7	4e-55	0.51	0	DUP
12	87988194	87988602	+	ENSMUSP00000016703.7	1.00	1	0	1	2	2e-42	0.882	2	PSSD
12	88028811	88061473	+	ENSMUSP00000019859.8	0.89	24	11	15	12	1e-45	0.70	0	DUP
12	88041449	88108356	+	ENSMUSP00000021428.7	0.30	14	0	4	3	9e-51	0.71	0	DUP
12	88058081	88058299	+	ENSMUSP00000136437.1	1.00	0	0	0	1	7e-35	0.959	0	PSSD
12	88066543	88067407	+	ENSMUSP00000099930.3	1.00	1	1	1	0	6e-115	0.924	3	PSSD
12	88083703	88084128	+	ENSMUSP00000137429.1	1.00	0	0	0	0	7e-51	0.908	0	PSSD
12	88085301	88087404	+	ENSMUSP00000019859.8	0.99	33	9	13	10	5e-144	0.693	3	PSSD
12	88089116	88089976	+	ENSMUSP00000093293.3	1.00	9	0	0	0	2e-91	0.850	0	PSSD
12	88124666	88124884	+	ENSMUSP00000136437.1	1.00	0	0	0	0	6e-33	0.904	0	PSSD
12	88125689	88128061	+	ENSMUSP00000019859.8	0.65	11	4	4	4	3e-78	0.71	0	DUP
12	88153672	88156252	+	ENSMUSP00000019859.8	1.00	8	68	6	4	3e-96	0.65	3	DUP
12	88197201	88197594	+	ENSMUSP00000101388.1	0.28	2	3	2	3	8e-14	0.459	3	FRAG
12	88220556	88222611	+	ENSMUSP00000019859.8	0.49	16	5	6	3	5e-40	0.68	0	DUP
12	88302811	88305189	+	ENSMUSP00000019859.8	0.65	12	4	3	4	2e-45	0.71	0	DUP
12	88331039	88333127	+	ENSMUSP00000019859.8	0.99	26	9	12	10	6e-131	0.694	0	PSSD
12	88334618	88335475	+	ENSMUSP00000093293.3	1.00	11	1	2	1	2e-83	0.850	0	PSSD
12	88338439	88338820	+	ENSMUSP00000021428.7	0.23	7	0	2	1	6e-35	0.719	0	FRAG
12	88503766	88504033	+	ENSMUSP00000148665.1	1.00	4	19	4	0	3e-10	0.587	0	FRAG
12	88933717	88934244	+	ENSMUSP00000132241.2	0.65	5	1	5	1	8e-24	0.590	0	FRAG
12	90938377	90938536	+	ENSMUSP00000078654.5	0.29	1	0	1	1	1e-08	0.755	0	FRAG
12	91143086	91143451	+	ENSMUSP00000125374.1	0.64	3	1	2	3	3e-30	0.626	0	FRAG
12	91159861	91160273	+	ENSMUSP00000133340.1	0.62	1	0	1	0	7e-67	0.949	0	FRAG
12	91323706	91324225	+	ENSMUSP00000032844.5	0.87	15	6	6	5	3e-07	0.478	0	FRAG
12	91482053	91482839	+	ENSMUSP00000057760.8	1.00	6	28	3	1	9e-65	0.752	0	PSSD
12	92219377	92219974	+	ENSMUSP00000073161.7	1.00	1	60	1	0	3e-80	0.664	0	PSSD
12	93716430	93716745	+	ENSMUSP00000080302.6	0.26	2	1	2	1	8e-39	0.841	0	FRAG
12	94757575	94758509	+	ENSMUSP00000142702.1	0.41	11	3	6	6	1e-88	0.617	0	FRAG
12	95324905	95325316	+	ENSMUSP00000114294.1	0.63	5	1	4	1	2e-19	0.712	0	FRAG
