#Chromosome	Start	End	StrainID	UniversalID	Strand	EnsemblReferenceID	ParentID	Level	Biotype	Exons
6	64488084	64489235	PGPAHARIT00000009136	PGALLT00000100443	+	PgeneID:NA	ParentID:ENSMUST00000019987	LEVEL_3	PSSD	[[64488084, 64489235]]
21	16729223	16730350	PGPAHARIT00000009142	PGALLT00000022052	-	PgeneID:NA	ParentID:ENSMUST00000054780	LEVEL_3	PSSD	[[16729223, 16730350]]
10	35782510	35782985	PGPAHARIT00000009143	PGALLT00000022053	-	PgeneID:NA	ParentID:ENSMUST00000129909	LEVEL_3	PSSD	[[35782510, 35782985]]
19	62760894	62763835	PGPAHARIT00000009145	PGALLT00000090476	-	PgeneID:NA	ParentID:ENSMUST00000123328	LEVEL_3	PSSD	[[62760894, 62763835]]
3	119988358	119989430	PGPAHARIT00000009147	PGALLT00000022054	-	PgeneID:NA	ParentID:ENSMUST00000127955	LEVEL_3	PSSD	[[119988358, 119989430]]
3	66603054	66604057	PGPAHARIT00000009150	PGALLT00000022056	-	PgeneID:NA	ParentID:ENSMUST00000150350	LEVEL_3	PSSD	[[66603054, 66604057]]
2	155672805	155674352	PGPAHARIT00000009152	PGALLT00000022057	-	PgeneID:NA	ParentID:ENSMUST00000167113	LEVEL_3	PSSD	[[155672805, 155674352]]
1	14137307	14138469	PGPAHARIT00000009154	PGALLT00000022058	+	PgeneID:NA	ParentID:ENSMUST00000063463	LEVEL_3	PSSD	[[14137307, 14138469]]
20	28297913	28298102	PGPAHARIT00000009156	PGALLT00000094175	+	PgeneID:NA	ParentID:ENSMUST00000159332	LEVEL_3	PSSD	[[28297913, 28298102]]
10	54292029	54294121	PGPAHARIT00000009158	PGALLT00000022059	-	PgeneID:NA	ParentID:jg14971.t1	LEVEL_3	PSSD	[[54292029, 54294121]]
16	24046590	24048181	PGPAHARIT00000009159	PGALLT00000076996	+	PgeneID:NA	ParentID:ENSMUST00000106251	LEVEL_3	PSSD	[[24046590, 24048181]]
8	62893806	62894184	PGPAHARIT00000009161	PGALLT00000094622	-	PgeneID:NA	ParentID:ENSMUST00000073471	LEVEL_3	PSSD	[[62893806, 62894184]]
9	18405196	18405495	PGPAHARIT00000009163	PGALLT00000022061	-	PgeneID:NA	ParentID:ENSMUST00000186971	LEVEL_3	PSSD	[[18405196, 18405495]]
19	74420853	74421843	PGPAHARIT00000009165	PGALLT00000081693	-	PgeneID:NA	ParentID:ENSMUST00000032165	LEVEL_3	PSSD	[[74420853, 74421843]]
10	96041272	96042950	PGPAHARIT00000009166	PGALLT00000084540	-	PgeneID:NA	ParentID:ENSMUST00000111338	LEVEL_3	PSSD	[[96041272, 96042950]]
5	144387531	144395503	PGPAHARIT00000009169	PGALLT00000022062	+	PgeneID:NA	ParentID:ENSMUST00000042302	LEVEL_3	DUP	[[144387531,  144387878],  [144394766,  144395036],  [144395369, 144395503]]
15	32156476	32158860	PGPAHARIT00000009171	PGALLT00000022063	+	PgeneID:NA	ParentID:ENSMUST00000115658	LEVEL_3	PSSD	[[32156476, 32158860]]
X	4128106	4128934	PGPAHARIT00000009172	PGALLT00000075436	-	PgeneID:NA	ParentID:ENSMUST00000085546	LEVEL_3	PSSD	[[4128106, 4128934]]
1	112059449	112061050	PGPAHARIT00000009174	PGALLT00000022064	-	PgeneID:NA	ParentID:ENSMUST00000048209	LEVEL_3	PSSD	[[112059449, 112061050]]
4	141652094	141654047	PGPAHARIT00000009177	PGALLT00000094297	+	PgeneID:NA	ParentID:ENSMUST00000102758	LEVEL_3	PSSD	[[141652094, 141654047]]
7	61188464	61189140	PGPAHARIT00000009180	PGALLT00000022067	-	PgeneID:NA	ParentID:ENSMUST00000092425	LEVEL_3	PSSD	[[61188464, 61189140]]
10	35113402	35114659	PGPAHARIT00000009183	PGALLT00000022068	-	PgeneID:NA	ParentID:ENSMUST00000169307	LEVEL_3	DUP	[[35113402,  35113603],  [35114345, 35114659]]
15	61537778	61539030	PGPAHARIT00000009185	PGALLT00000085423	+	PgeneID:NA	ParentID:ENSMUST00000077577	LEVEL_3	PSSD	[[61537778, 61539030]]
10	57764595	57765111	PGPAHARIT00000009186	PGALLT00000084751	+	PgeneID:NA	ParentID:ENSMUST00000079419	LEVEL_3	PSSD	[[57764595, 57765111]]
X	119617112	119618330	PGPAHARIT00000009189	PGALLT00000022069	-	PgeneID:NA	ParentID:ENSMUST00000096314	LEVEL_3	DUP	[[119617112,  119617867],  [119617955, 119618330]]
10	112937261	112953679	PGPAHARIT00000009190	PGALLT00000085966	-	PgeneID:NA	ParentID:ENSMUST00000177637	LEVEL_3	PSSD	[[112937261, 112953679]]
10	15470300	15471473	PGPAHARIT00000009191	PGALLT00000022070	+	PgeneID:NA	ParentID:ENSMUST00000101472	LEVEL_3	PSSD	[[15470300, 15471473]]
X	62906771	62907450	PGPAHARIT00000009193	PGALLT00000092117	+	PgeneID:NA	ParentID:ENSMUST00000144075	LEVEL_3	PSSD	[[62906771, 62907450]]
14	67263626	67264041	PGPAHARIT00000009196	PGALLT00000022072	-	PgeneID:NA	ParentID:ENSMUST00000153892	LEVEL_3	PSSD	[[67263626, 67264041]]
21	19137229	19138191	PGPAHARIT00000009198	PGALLT00000022074	-	PgeneID:NA	ParentID:ENSMUST00000202853	LEVEL_3	PSSD	[[19137229, 19138191]]
X	129569964	129571287	PGPAHARIT00000009199	PGALLT00000078808	+	PgeneID:NA	ParentID:ENSMUST00000102980	LEVEL_3	PSSD	[[129569964, 129571287]]
3	104240625	104242031	PGPAHARIT00000009200	PGALLT00000022075	-	PgeneID:NA	ParentID:ENSMUST00000048209	LEVEL_3	PSSD	[[104240625, 104242031]]
17	716588	716969	PGPAHARIT00000009202	PGALLT00000078597	+	PgeneID:NA	ParentID:ENSMUST00000050273	LEVEL_3	PSSD	[[716588, 716969]]
3	151181185	151181689	PGPAHARIT00000009203	PGALLT00000022076	-	PgeneID:NA	ParentID:ENSMUST00000108428	LEVEL_3	PSSD	[[151181185, 151181689]]
1	73464461	73465402	PGPAHARIT00000009205	PGALLT00000022077	+	PgeneID:NA	ParentID:ENSMUST00000098223	LEVEL_3	PSSD	[[73464461, 73465402]]
14	52715972	52717297	PGPAHARIT00000009206	PGALLT00000088855	-	PgeneID:NA	ParentID:ENSMUST00000172950	LEVEL_3	PSSD	[[52715972, 52717297]]
17	42376904	42377349	PGPAHARIT00000009207	PGALLT00000082618	-	PgeneID:NA	ParentID:ENSMUST00000114050	LEVEL_3	PSSD	[[42376904, 42377349]]
scaffold_6210	17998	19318	PGPAHARIT00000009209	PGALLT00000076564	+	PgeneID:NA	ParentID:ENSMUST00000073308	LEVEL_3	DUP	[[17998,  18332],  [18438, 19318]]
11	64394559	64395127	PGPAHARIT00000009211	PGALLT00000022079	+	PgeneID:NA	ParentID:ENSMUST00000031617	LEVEL_3	PSSD	[[64394559, 64395127]]
3	131633521	131634110	PGPAHARIT00000009213	PGALLT00000022081	+	PgeneID:NA	ParentID:ENSMUST00000126957	LEVEL_3	PSSD	[[131633521, 131634110]]
6	25714005	25714885	PGPAHARIT00000009214	PGALLT00000022082	-	PgeneID:NA	ParentID:ENSMUST00000114863	LEVEL_3	PSSD	[[25714005, 25714885]]
5	116407648	116408343	PGPAHARIT00000009217	PGALLT00000078636	-	PgeneID:NA	ParentID:ENSMUST00000052396	LEVEL_3	PSSD	[[116407648, 116408343]]
X	97716528	97720808	PGPAHARIT00000009219	PGALLT00000022083	+	PgeneID:NA	ParentID:ENSMUST00000059899	LEVEL_3	PSSD	[[97716528, 97720808]]
13	93492001	93492562	PGPAHARIT00000009220	PGALLT00000022084	-	PgeneID:NA	ParentID:ENSMUST00000150576	LEVEL_3	PSSD	[[93492001, 93492562]]
21	53757983	53758461	PGPAHARIT00000009222	PGALLT00000022085	+	PgeneID:NA	ParentID:ENSMUST00000035105	LEVEL_3	PSSD	[[53757983, 53758461]]
5	136781015	136782652	PGPAHARIT00000009225	PGALLT00000022086	+	PgeneID:NA	ParentID:ENSMUST00000027871	LEVEL_3	DUP	[[136781015,  136781317],  [136782369, 136782652]]
17	40907950	40912587	PGPAHARIT00000009227	PGALLT00000078912	+	PgeneID:NA	ParentID:ENSMUST00000050328	LEVEL_3	PSSD	[[40907950, 40912587]]
scaffold_6865	8156	9320	PGPAHARIT00000009229	PGALLT00000022087	-	PgeneID:NA	ParentID:ENSMUST00000017692	LEVEL_3	PSSD	[[8156, 9320]]
12	19169208	19170188	PGPAHARIT00000009230	PGALLT00000022088	+	PgeneID:NA	ParentID:ENSMUST00000086869	LEVEL_3	DUP	[[19169208,  19169670],  [19169758, 19170188]]
7	60646448	60647068	PGPAHARIT00000009232	PGALLT00000078925	+	PgeneID:NA	ParentID:ENSMUST00000079716	LEVEL_3	PSSD	[[60646448, 60647068]]
11	21596358	21597305	PGPAHARIT00000009234	PGALLT00000022090	+	PgeneID:NA	ParentID:ENSMUST00000073080	LEVEL_3	PSSD	[[21596358, 21597305]]
10	65410875	65411931	PGPAHARIT00000009235	PGALLT00000078613	+	PgeneID:NA	ParentID:ENSMUST00000182709	LEVEL_3	PSSD	[[65410875, 65411931]]
23	34880579	34881525	PGPAHARIT00000009237	PGALLT00000022091	-	PgeneID:NA	ParentID:ENSMUST00000152407	LEVEL_3	PSSD	[[34880579, 34881525]]
10	33027726	33028407	PGPAHARIT00000009239	PGALLT00000091021	+	PgeneID:NA	ParentID:ENSMUST00000072731	LEVEL_3	PSSD	[[33027726, 33028407]]
9	58286782	58287137	PGPAHARIT00000009245	PGALLT00000022092	+	PgeneID:NA	ParentID:ENSMUST00000153892	LEVEL_3	PSSD	[[58286782, 58287137]]
7	69573461	69573882	PGPAHARIT00000009246	PGALLT00000022093	-	PgeneID:NA	ParentID:ENSMUST00000151365	LEVEL_3	PSSD	[[69573461, 69573882]]
21	42751923	42753172	PGPAHARIT00000009247	PGALLT00000022094	-	PgeneID:NA	ParentID:ENSMUST00000085546	LEVEL_3	PSSD	[[42751923, 42753172]]
4	23650890	23654361	PGPAHARIT00000009248	PGALLT00000022095	-	PgeneID:NA	ParentID:ENSMUST00000034469	LEVEL_3	PSSD	[[23650890, 23654361]]
7	30997365	31001548	PGPAHARIT00000009249	PGALLT00000101462	-	PgeneID:NA	ParentID:ENSMUST00000051395	LEVEL_3	PSSD	[[30997365, 31001548]]
12	14597815	14598705	PGPAHARIT00000009254	PGALLT00000075437	+	PgeneID:NA	ParentID:ENSMUST00000191388	LEVEL_3	PSSD	[[14597815, 14598705]]
20	42773256	42773543	PGPAHARIT00000009255	PGALLT00000022098	-	PgeneID:NA	ParentID:ENSMUST00000014438	LEVEL_3	PSSD	[[42773256, 42773543]]
8	61214071	61214393	PGPAHARIT00000009256	PGALLT00000083224	-	PgeneID:NA	ParentID:ENSMUST00000151702	LEVEL_3	PSSD	[[61214071, 61214393]]
21	28915305	28915740	PGPAHARIT00000009257	PGALLT00000022099	-	PgeneID:NA	ParentID:ENSMUST00000115079	LEVEL_3	PSSD	[[28915305, 28915740]]
6	49935774	49936707	PGPAHARIT00000009261	PGALLT00000022100	-	PgeneID:NA	ParentID:ENSMUST00000102898	LEVEL_3	PSSD	[[49935774, 49936707]]
21	21189801	21190248	PGPAHARIT00000009262	PGALLT00000022101	+	PgeneID:NA	ParentID:ENSMUST00000187910	LEVEL_3	PSSD	[[21189801, 21190248]]
16	26233350	26234298	PGPAHARIT00000009264	PGALLT00000022102	-	PgeneID:NA	ParentID:ENSMUST00000091729	LEVEL_3	PSSD	[[26233350, 26234298]]
17	37708108	37708955	PGPAHARIT00000009269	PGALLT00000022104	-	PgeneID:NA	ParentID:ENSMUST00000023276	LEVEL_3	DUP	[[37708108,  37708296],  [37708707, 37708955]]
1	52514848	52515222	PGPAHARIT00000009270	PGALLT00000022105	+	PgeneID:NA	ParentID:ENSMUST00000080300	LEVEL_3	PSSD	[[52514848, 52515222]]
scaffold_13437	9352	10276	PGPAHARIT00000009273	PGALLT00000022106	+	PgeneID:NA	ParentID:ENSMUST00000076086	LEVEL_3	PSSD	[[9352, 10276]]
8	46353141	46353737	PGPAHARIT00000009275	PGALLT00000096472	-	PgeneID:NA	ParentID:ENSMUST00000150576	LEVEL_3	PSSD	[[46353141, 46353737]]
1	29883986	29884710	PGPAHARIT00000009278	PGALLT00000022107	-	PgeneID:NA	ParentID:ENSMUST00000122026	LEVEL_3	PSSD	[[29883986, 29884710]]
21	55588892	55589201	PGPAHARIT00000009279	PGALLT00000096064	-	PgeneID:NA	ParentID:ENSMUST00000073926	LEVEL_3	PSSD	[[55588892, 55589201]]
scaffold_6798	33312	34484	PGPAHARIT00000009287	PGALLT00000078628	-	PgeneID:NA	ParentID:ENSMUST00000020980	LEVEL_3	PSSD	[[33312, 34484]]
16	21085057	21085912	PGPAHARIT00000009289	PGALLT00000022110	+	PgeneID:NA	ParentID:ENSMUST00000004072	LEVEL_3	PSSD	[[21085057, 21085912]]
8	47207751	47209296	PGPAHARIT00000009290	PGALLT00000099838	-	PgeneID:NA	ParentID:ENSMUST00000033673	LEVEL_3	PSSD	[[47207751, 47209296]]
7	103819847	103820992	PGPAHARIT00000009291	PGALLT00000089533	+	PgeneID:NA	ParentID:ENSMUST00000081650	LEVEL_3	PSSD	[[103819847, 103820992]]
4	67895951	67896879	PGPAHARIT00000009296	PGALLT00000078339	+	PgeneID:NA	ParentID:ENSMUST00000084754	LEVEL_3	PSSD	[[67895951, 67896879]]
20	25834231	25836041	PGPAHARIT00000009297	PGALLT00000096269	+	PgeneID:NA	ParentID:ENSMUST00000174418	LEVEL_3	PSSD	[[25834231, 25836041]]
18	949065	950667	PGPAHARIT00000009299	PGALLT00000079591	-	PgeneID:NA	ParentID:ENSMUST00000112668	LEVEL_3	PSSD	[[949065, 950667]]
9	5903205	5903902	PGPAHARIT00000009300	PGALLT00000022111	+	PgeneID:NA	ParentID:ENSMUST00000000756	LEVEL_3	PSSD	[[5903205, 5903902]]
2	149783723	149784399	PGPAHARIT00000009301	PGALLT00000022112	+	PgeneID:NA	ParentID:ENSMUST00000134364	LEVEL_3	PSSD	[[149783723, 149784399]]
6	35634199	35635297	PGPAHARIT00000009302	PGALLT00000093628	+	PgeneID:NA	ParentID:ENSMUST00000030145	LEVEL_3	PSSD	[[35634199, 35635297]]
1	73631646	73632593	PGPAHARIT00000009303	PGALLT00000086777	+	PgeneID:NA	ParentID:ENSMUST00000061096	LEVEL_3	PSSD	[[73631646, 73632593]]
X	55658335	55660017	PGPAHARIT00000009305	PGALLT00000022113	+	PgeneID:NA	ParentID:ENSMUST00000025294	LEVEL_3	PSSD	[[55658335, 55660017]]
1	158528671	158529321	PGPAHARIT00000009306	PGALLT00000075438	-	PgeneID:NA	ParentID:ENSMUST00000080511	LEVEL_3	PSSD	[[158528671, 158529321]]
3	143115990	143117126	PGPAHARIT00000009309	PGALLT00000078701	+	PgeneID:NA	ParentID:ENSMUST00000143997	LEVEL_3	PSSD	[[143115990, 143117126]]
23	41180285	41180446	PGPAHARIT00000009310	PGALLT00000094465	-	PgeneID:NA	ParentID:ENSMUST00000021669	LEVEL_3	PSSD	[[41180285, 41180446]]
1	2195932	2196118	PGPAHARIT00000009312	PGALLT00000078395	+	PgeneID:NA	ParentID:ENSMUST00000035983	LEVEL_3	PSSD	[[2195932, 2196118]]
15	35460265	35460708	PGPAHARIT00000009313	PGALLT00000088947	-	PgeneID:NA	ParentID:ENSMUST00000088248	LEVEL_3	PSSD	[[35460265, 35460708]]
2	102129663	102130164	PGPAHARIT00000009314	PGALLT00000022115	-	PgeneID:NA	ParentID:ENSMUST00000003621	LEVEL_3	PSSD	[[102129663, 102130164]]
9	18380627	18382279	PGPAHARIT00000009315	PGALLT00000022116	-	PgeneID:NA	ParentID:ENSMUST00000090614	LEVEL_3	PSSD	[[18380627, 18382279]]
14	3598027	3599786	PGPAHARIT00000009316	PGALLT00000085878	-	PgeneID:NA	ParentID:ENSMUST00000106454	LEVEL_3	PSSD	[[3598027, 3599786]]
3	91018844	91022090	PGPAHARIT00000009320	PGALLT00000101505	+	PgeneID:NA	ParentID:ENSMUST00000000449	LEVEL_3	PSSD	[[91018844, 91022090]]
11	12795519	12796009	PGPAHARIT00000009321	PGALLT00000093251	-	PgeneID:NA	ParentID:ENSMUST00000063062	LEVEL_3	PSSD	[[12795519, 12796009]]
14	67215278	67223934	PGPAHARIT00000009322	PGALLT00000022117	-	PgeneID:NA	ParentID:ENSMUST00000107439	LEVEL_3	PSSD	[[67215278, 67223934]]
12	35326080	35328208	PGPAHARIT00000009323	PGALLT00000022118	-	PgeneID:NA	ParentID:ENSMUST00000073124	LEVEL_3	DUP	[[35326080,  35326483],  [35327960, 35328208]]
1	136602282	136602587	PGPAHARIT00000009324	PGALLT00000090321	+	PgeneID:NA	ParentID:ENSMUST00000043937	LEVEL_3	PSSD	[[136602282, 136602587]]
3	102681361	102682526	PGPAHARIT00000009325	PGALLT00000089599	+	PgeneID:NA	ParentID:ENSMUST00000068860	LEVEL_3	PSSD	[[102681361, 102682526]]
14	41913802	41914655	PGPAHARIT00000009327	PGALLT00000022119	+	PgeneID:NA	ParentID:ENSMUST00000102898	LEVEL_3	PSSD	[[41913802, 41914655]]
10	55748792	55749115	PGPAHARIT00000009328	PGALLT00000092333	-	PgeneID:NA	ParentID:ENSMUST00000063858	LEVEL_3	PSSD	[[55748792, 55749115]]
X	89282393	89282621	PGPAHARIT00000009329	PGALLT00000022120	+	PgeneID:NA	ParentID:ENSMUST00000129847	LEVEL_3	PSSD	[[89282393, 89282621]]
1	124492169	124493859	PGPAHARIT00000009331	PGALLT00000087300	-	PgeneID:NA	ParentID:ENSMUST00000025595	LEVEL_3	PSSD	[[124492169, 124493859]]
7	51426504	51427771	PGPAHARIT00000009332	PGALLT00000022121	-	PgeneID:NA	ParentID:ENSMUST00000085546	LEVEL_3	PSSD	[[51426504, 51427771]]
16	14002583	14003827	PGPAHARIT00000009336	PGALLT00000089136	+	PgeneID:NA	ParentID:ENSMUST00000188523	LEVEL_3	PSSD	[[14002583, 14003827]]
15	12333447	12334104	PGPAHARIT00000009337	PGALLT00000088081	-	PgeneID:NA	ParentID:ENSMUST00000132846	LEVEL_3	PSSD	[[12333447, 12334104]]
10	53950513	53951182	PGPAHARIT00000009338	PGALLT00000087411	-	PgeneID:NA	ParentID:ENSMUST00000114882	LEVEL_3	PSSD	[[53950513, 53951182]]
4	118187175	118188051	PGPAHARIT00000009339	PGALLT00000022123	+	PgeneID:NA	ParentID:ENSMUST00000122996	LEVEL_3	PSSD	[[118187175, 118188051]]
1	125747144	125748085	PGPAHARIT00000009341	PGALLT00000092711	+	PgeneID:NA	ParentID:ENSMUST00000080162	LEVEL_3	PSSD	[[125747144, 125748085]]
11	43600780	43601314	PGPAHARIT00000009342	PGALLT00000022124	-	PgeneID:NA	ParentID:ENSMUST00000102483	LEVEL_3	PSSD	[[43600780, 43601314]]
19	86447810	86448164	PGPAHARIT00000009344	PGALLT00000022126	+	PgeneID:NA	ParentID:ENSMUST00000159789	LEVEL_3	PSSD	[[86447810, 86448164]]
1	72697700	72698374	PGPAHARIT00000009347	PGALLT00000022128	+	PgeneID:NA	ParentID:ENSMUST00000062601	LEVEL_3	PSSD	[[72697700, 72698374]]
13	44826827	44826970	PGPAHARIT00000009348	PGALLT00000022129	-	PgeneID:NA	ParentID:ENSMUST00000086535	LEVEL_3	PSSD	[[44826827, 44826970]]
14	53847561	53849554	PGPAHARIT00000009349	PGALLT00000022130	+	PgeneID:NA	ParentID:ENSMUST00000170909	LEVEL_3	PSSD	[[53847561, 53849554]]
1	111522009	111522542	PGPAHARIT00000009354	PGALLT00000022131	+	PgeneID:NA	ParentID:ENSMUST00000107437	LEVEL_3	PSSD	[[111522009, 111522542]]
1	145027407	145027916	PGPAHARIT00000009356	PGALLT00000022132	+	PgeneID:NA	ParentID:ENSMUST00000060652	LEVEL_3	PSSD	[[145027407, 145027916]]
8	105494974	105496326	PGPAHARIT00000009357	PGALLT00000090628	-	PgeneID:NA	ParentID:ENSMUST00000184537	LEVEL_3	PSSD	[[105494974, 105496326]]
5	153342995	153343973	PGPAHARIT00000009358	PGALLT00000022133	+	PgeneID:NA	ParentID:ENSMUST00000188641	LEVEL_3	PSSD	[[153342995, 153343973]]
13	92738609	92743587	PGPAHARIT00000009362	PGALLT00000094093	+	PgeneID:NA	ParentID:ENSMUST00000047037	LEVEL_3	PSSD	[[92738609, 92743587]]
20	34675560	34675981	PGPAHARIT00000009363	PGALLT00000099468	+	PgeneID:NA	ParentID:ENSMUST00000077856	LEVEL_3	PSSD	[[34675560, 34675981]]
17	55710823	55711952	PGPAHARIT00000009364	PGALLT00000094752	-	PgeneID:NA	ParentID:ENSMUST00000205483	LEVEL_3	PSSD	[[55710823, 55711952]]
13	2884206	2885044	PGPAHARIT00000009366	PGALLT00000022134	-	PgeneID:NA	ParentID:ENSMUST00000071300	LEVEL_3	PSSD	[[2884206, 2885044]]
15	111339	111961	PGPAHARIT00000009368	PGALLT00000022135	+	PgeneID:NA	ParentID:ENSMUST00000079716	LEVEL_3	PSSD	[[111339, 111961]]
3	63599955	63600537	PGPAHARIT00000009370	PGALLT00000089336	-	PgeneID:NA	ParentID:ENSMUST00000032998	LEVEL_3	PSSD	[[63599955, 63600537]]
10	52544961	52545261	PGPAHARIT00000009371	PGALLT00000022137	-	PgeneID:NA	ParentID:ENSMUST00000173844	LEVEL_3	PSSD	[[52544961, 52545261]]
1	56224635	56229935	PGPAHARIT00000009372	PGALLT00000022138	-	PgeneID:NA	ParentID:ENSMUST00000043082	LEVEL_3	DUP	[[56224635,  56225302],  [56229544, 56229935]]
X	28903872	28904641	PGPAHARIT00000009378	PGALLT00000022139	-	PgeneID:NA	ParentID:ENSMUST00000175847	LEVEL_3	PSSD	[[28903872, 28904641]]
11	15905923	15907183	PGPAHARIT00000009379	PGALLT00000022140	+	PgeneID:NA	ParentID:ENSMUST00000118875	LEVEL_3	PSSD	[[15905923, 15907183]]
7	11308306	11308754	PGPAHARIT00000009380	PGALLT00000022141	-	PgeneID:NA	ParentID:ENSMUST00000009039	LEVEL_3	PSSD	[[11308306, 11308754]]
13	40625482	40626303	PGPAHARIT00000009381	PGALLT00000078586	+	PgeneID:NA	ParentID:ENSMUST00000172561	LEVEL_3	PSSD	[[40625482, 40626303]]
10	16652227	16655722	PGPAHARIT00000009382	PGALLT00000078834	-	PgeneID:NA	ParentID:ENSMUST00000003117	LEVEL_3	PSSD	[[16652227, 16655722]]
10	60536715	60537111	PGPAHARIT00000009383	PGALLT00000082594	-	PgeneID:NA	ParentID:ENSMUST00000178855	LEVEL_3	PSSD	[[60536715, 60537111]]
18	47091811	47092565	PGPAHARIT00000009385	PGALLT00000101768	-	PgeneID:NA	ParentID:ENSMUST00000179857	LEVEL_3	PSSD	[[47091811, 47092565]]
20	41020703	41025724	PGPAHARIT00000009386	PGALLT00000022142	-	PgeneID:NA	ParentID:ENSMUST00000034303	LEVEL_3	DUP	[[41020703,  41020933],  [41022684,  41022794],  [41025596, 41025724]]
10	101557001	101559122	PGPAHARIT00000009387	PGALLT00000078685	-	PgeneID:NA	ParentID:ENSMUST00000162516	LEVEL_3	PSSD	[[101557001, 101559122]]
11	29919169	29919584	PGPAHARIT00000009388	PGALLT00000094137	+	PgeneID:NA	ParentID:ENSMUST00000075853	LEVEL_3	PSSD	[[29919169, 29919584]]
19	56060777	56064438	PGPAHARIT00000009392	PGALLT00000085360	+	PgeneID:NA	ParentID:ENSMUST00000165418	LEVEL_3	PSSD	[[56060777, 56064438]]
2	99031703	99033451	PGPAHARIT00000009394	PGALLT00000078924	-	PgeneID:NA	ParentID:ENSMUST00000085248	LEVEL_3	PSSD	[[99031703, 99033451]]
1	154916809	154917904	PGPAHARIT00000009395	PGALLT00000022143	+	PgeneID:NA	ParentID:jg10787.t1	LEVEL_3	PSSD	[[154916809, 154917904]]
3	100526931	100527320	PGPAHARIT00000009398	PGALLT00000091153	-	PgeneID:NA	ParentID:ENSMUST00000035276	LEVEL_3	PSSD	[[100526931, 100527320]]
20	17406742	17406882	PGPAHARIT00000009401	PGALLT00000093262	-	PgeneID:NA	ParentID:ENSMUST00000140026	LEVEL_3	PSSD	[[17406742, 17406882]]
scaffold_12393	4548	7255	PGPAHARIT00000009402	PGALLT00000022144	+	PgeneID:NA	ParentID:ENSMUST00000161051	LEVEL_3	DUP	[[4548,  5844],  [5949, 7255]]
14	74294341	74295691	PGPAHARIT00000009403	PGALLT00000100593	+	PgeneID:NA	ParentID:ENSMUST00000052183	LEVEL_3	PSSD	[[74294341, 74295691]]
8	17626362	17627390	PGPAHARIT00000009404	PGALLT00000101488	-	PgeneID:NA	ParentID:ENSMUST00000033131	LEVEL_3	PSSD	[[17626362, 17627390]]
scaffold_7789	21269	22827	PGPAHARIT00000009406	PGALLT00000022145	-	PgeneID:NA	ParentID:ENSMUST00000041398	LEVEL_3	DUP	[[21269,  21557],  [21938,  22200],  [22562, 22827]]
1	69172140	69172878	PGPAHARIT00000009408	PGALLT00000022146	-	PgeneID:NA	ParentID:ENSMUST00000132846	LEVEL_3	PSSD	[[69172140, 69172878]]
12	9863432	9866187	PGPAHARIT00000009409	PGALLT00000022147	-	PgeneID:NA	ParentID:jg17614.t1	LEVEL_3	PSSD	[[9863432, 9866187]]
15	27739641	27740721	PGPAHARIT00000009410	PGALLT00000088835	-	PgeneID:NA	ParentID:ENSMUST00000097175	LEVEL_3	PSSD	[[27739641, 27740721]]
14	40009581	40010183	PGPAHARIT00000009411	PGALLT00000085834	-	PgeneID:NA	ParentID:ENSMUST00000154093	LEVEL_3	PSSD	[[40009581, 40010183]]
21	45194199	45194499	PGPAHARIT00000009412	PGALLT00000022148	+	PgeneID:NA	ParentID:ENSMUST00000130324	LEVEL_3	PSSD	[[45194199, 45194499]]
19	73403603	73403990	PGPAHARIT00000009413	PGALLT00000022149	-	PgeneID:NA	ParentID:ENSMUST00000054289	LEVEL_3	PSSD	[[73403603, 73403990]]
1	16633312	16635328	PGPAHARIT00000009416	PGALLT00000022150	+	PgeneID:NA	ParentID:ENSMUST00000085450	LEVEL_3	DUP	[[16633312,  16633476],  [16634300,  16634576],  [16634674,  16634802],  [16635182, 16635328]]
4	5976294	5976575	PGPAHARIT00000009419	PGALLT00000022151	+	PgeneID:NA	ParentID:ENSMUST00000159505	LEVEL_3	PSSD	[[5976294, 5976575]]
3	24489542	24490471	PGPAHARIT00000009420	PGALLT00000078747	+	PgeneID:NA	ParentID:ENSMUST00000074168	LEVEL_3	PSSD	[[24489542, 24490471]]
X	3337209	3337775	PGPAHARIT00000009423	PGALLT00000022154	+	PgeneID:NA	ParentID:ENSMUST00000180086	LEVEL_3	PSSD	[[3337209, 3337775]]
13	86879404	86879873	PGPAHARIT00000009425	PGALLT00000022155	-	PgeneID:NA	ParentID:ENSMUST00000118280	LEVEL_3	PSSD	[[86879404, 86879873]]
2	31692591	31693857	PGPAHARIT00000009429	PGALLT00000022157	-	PgeneID:NA	ParentID:ENSMUST00000085546	LEVEL_3	PSSD	[[31692591, 31693857]]
5	117854057	117854766	PGPAHARIT00000009432	PGALLT00000075439	+	PgeneID:NA	ParentID:ENSMUST00000059825	LEVEL_3	PSSD	[[117854057, 117854766]]
4	83229236	83229573	PGPAHARIT00000009435	PGALLT00000022158	-	PgeneID:NA	ParentID:ENSMUST00000098886	LEVEL_3	PSSD	[[83229236, 83229573]]
3	34637291	34638660	PGPAHARIT00000009437	PGALLT00000022159	+	PgeneID:NA	ParentID:ENSMUST00000080622	LEVEL_3	PSSD	[[34637291, 34638660]]
2	33304541	33305962	PGPAHARIT00000009438	PGALLT00000022160	+	PgeneID:NA	ParentID:ENSMUST00000085546	LEVEL_3	PSSD	[[33304541, 33305962]]
